"Rank","Name","Team","POS","G","RTE","TGT","TPRR","RTE %","YPRR","RTE","WIDE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","SLOT RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","INLINE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","BACK RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR"
"95","Allen Robinson","CHI","WR","12","347","66","0.19","78.2%","1.18","222","64.0%","27.5%","42","0.19","50.0%","1.09","124","35.7%","17.9%","23","0.19","27.9%","1.35","1","0.3%","0.6%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"96","Freddie Swain","SEA","WR","17","344","39","0.11","60.6%","1.00","120","34.9%","11.6%","16","0.13","21.1%","1.34","224","65.1%","26.5%","22","0.10","39.4%","0.81","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"97","A.J. Brown","TEN","WR","13","336","102","0.30","75.8%","2.59","215","64.0%","27.4%","60","0.28","48.5%","2.57","118","35.1%","19.2%","41","0.35","26.6%","2.66","2","0.6%","1.0%","0","0.00","0.5%","0.00","1","0.3%","0.4%","0","0.00","0.2%","0.00"
"98","Gerald Everett","SEA","TE","15","336","60","0.18","66.9%","1.42","63","18.8%","6.8%","10","0.16","12.5%","1.00","123","36.6%","16.5%","13","0.11","24.5%","0.85","144","42.9%","62.6%","34","0.24","28.7%","2.10","6","1.8%","1.9%","2","0.33","1.2%","2.00"
"99","DeVante Parker","MIA","WR","10","334","69","0.21","85.0%","1.54","291","87.1%","41.7%","66","0.23","74.0%","1.66","43","12.9%","6.8%","3","0.07","10.9%","0.74","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"100","Cedrick Wilson","DAL","WR","16","332","60","0.18","50.3%","1.81","34","10.2%","2.8%","3","0.09","5.2%","1.03","298","89.8%","28.9%","56","0.19","45.2%","1.90","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"101","Foster Moreau","LV","TE","17","330","43","0.13","48.1%","1.13","60","18.2%","4.8%","5","0.08","8.7%","1.47","86","26.1%","9.2%","10","0.12","12.5%","0.71","181","54.8%","46.5%","27","0.15","26.4%","1.24","3","0.9%","0.6%","0","0.00","0.4%","0.00"
"102","Keelan Cole","NYJ","WR","15","327","47","0.14","55.1%","1.37","273","83.5%","25.8%","41","0.15","46.0%","1.39","53","16.2%","6.2%","6","0.11","8.9%","1.30","1","0.3%","0.3%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"103","Ray-Ray McCloud","PIT","WR","16","325","63","0.19","48.9%","0.85","30","9.2%","2.5%","2","0.07","4.5%","0.07","291","89.5%","33.7%","59","0.20","43.8%","0.89","3","0.9%","0.7%","1","0.33","0.5%","5.67","1","0.3%","0.3%","0","0.00","0.2%","0.00"
"104","James Washington","PIT","WR","15","323","42","0.13","50.7%","0.88","193","59.8%","16.4%","32","0.17","30.3%","1.11","130","40.2%","15.7%","10","0.08","20.4%","0.54","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"105","Devin Singletary","BUF","RB","17","323","47","0.15","44.3%","0.71","33","10.2%","2.5%","2","0.06","4.5%","0.30","18","5.6%","1.6%","2","0.11","2.5%","0.00","2","0.6%","0.9%","0","0.00","0.3%","0.00","270","83.6%","53.0%","43","0.16","37.0%","0.81"
"106","Nick Westbrook-Ikhine","TEN","WR","16","321","54","0.17","55.8%","1.48","197","61.4%","19.2%","28","0.14","34.3%","1.07","121","37.7%","15.0%","24","0.20","21.0%","2.11","3","0.9%","1.1%","2","0.67","0.5%","3.67","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"107","Gabriel Davis","BUF","WR","16","320","62","0.19","47.1%","1.72","216","67.5%","17.2%","45","0.21","31.8%","1.88","103","32.2%","9.8%","16","0.16","15.1%","1.40","1","0.3%","0.5%","0","0.00","0.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"108","Darrel Williams","KC","RB","17","318","54","0.17","42.3%","1.42","29","9.1%","2.1%","0","0.00","3.9%","0.00","11","3.5%","0.9%","0","0.00","1.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","278","87.4%","52.9%","54","0.19","37.0%","1.63"
"109","Dallas Goedert","PHI","TE","15","317","72","0.23","62.6%","2.62","37","11.7%","4.2%","6","0.16","7.3%","0.89","141","44.5%","20.0%","23","0.16","27.9%","1.84","136","42.9%","57.4%","41","0.30","26.9%","3.76","3","0.9%","0.9%","1","0.33","0.6%","5.33"
"110","Jarvis Landry","CLV","WR","12","315","80","0.25","75.2%","1.81","117","37.1%","15.6%","37","0.32","27.9%","1.88","190","60.3%","33.0%","40","0.21","45.3%","1.79","1","0.3%","0.4%","0","0.00","0.2%","0.00","7","2.2%","2.7%","3","0.43","1.7%","1.43"
"111","Michael Gallup","DAL","WR","9","315","60","0.19","76.5%","1.41","295","93.7%","39.2%","58","0.20","71.6%","1.51","20","6.3%","3.1%","2","0.10","4.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"112","Tajae Sharpe","ATL","WR","15","309","34","0.11","53.9%","0.74","217","70.2%","20.6%","24","0.11","37.9%","0.74","90","29.1%","10.9%","8","0.09","15.7%","0.64","2","0.6%","0.8%","2","1.00","0.3%","6.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"113","DeAndre Hopkins","ARZ","WR","10","309","61","0.20","84.7%","1.85","263","85.1%","39.4%","57","0.22","72.1%","1.99","46","14.9%","7.7%","4","0.09","12.6%","1.04","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"114","Austin Hooper","CLV","TE","16","304","58","0.19","53.3%","1.13","26","8.6%","2.6%","3","0.12","4.6%","0.54","111","36.5%","14.3%","19","0.17","19.5%","0.92","163","53.6%","42.7%","32","0.20","28.6%","0.96","4","1.3%","1.1%","0","0.00","0.7%","0.00"
"115","Chester Rogers","TEN","WR","16","302","41","0.14","53.0%","1.00","64","21.2%","6.3%","4","0.06","11.2%","0.25","237","78.5%","29.4%","37","0.16","41.6%","1.20","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","0.3%","0.3%","0","0.00","0.2%","0.00"
"116","D'Andre Swift","DET","RB","13","301","77","0.26","61.2%","1.50","33","11.0%","3.7%","8","0.24","6.7%","0.85","22","7.3%","2.9%","6","0.27","4.5%","2.09","12","4.0%","6.1%","3","0.25","2.4%","0.08","234","77.7%","70.1%","58","0.25","47.6%","1.60"
"117","Robert Woods","LA","WR","9","299","65","0.22","86.7%","1.86","168","56.2%","26.1%","44","0.26","48.7%","2.38","130","43.5%","23.0%","20","0.15","37.7%","1.16","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","0.3%","0.7%","0","0.00","0.3%","0.00"
"118","Chris Conley","HST","WR","16","298","35","0.12","51.6%","1.08","202","67.8%","19.5%","22","0.11","35.0%","0.97","96","32.2%","14.1%","13","0.14","16.6%","1.33","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"119","Tre'Quan Smith","NO","WR","11","296","48","0.16","73.1%","1.27","142","48.0%","19.4%","28","0.20","35.1%","1.84","150","50.7%","27.4%","18","0.12","37.0%","0.73","4","1.4%","2.2%","2","0.50","1.0%","1.50","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"120","Mike Davis","ATL","RB","17","296","55","0.19","47.0%","0.88","18","6.1%","1.6%","1","0.06","2.9%","0.00","16","5.4%","1.8%","4","0.25","2.5%","0.69","5","1.7%","1.8%","0","0.00","0.8%","0.00","257","86.8%","64.3%","48","0.19","40.8%","0.95"
"121","Elijah Moore","NYJ","WR","11","296","74","0.25","63.4%","1.82","208","70.3%","24.7%","49","0.24","44.5%","1.95","86","29.1%","12.7%","24","0.28","18.4%","1.55","1","0.3%","0.4%","0","0.00","0.2%","0.00","1","0.3%","0.3%","0","0.00","0.2%","0.00"
"122","David Njoku","CLV","TE","16","295","53","0.18","52.2%","1.61","37","12.5%","3.7%","8","0.22","6.5%","1.57","110","37.3%","14.1%","19","0.17","19.5%","1.82","147","49.8%","39.1%","25","0.17","26.0%","1.39","1","0.3%","0.3%","0","0.00","0.2%","0.00"
"123","Rashard Higgins","CLV","WR","15","287","45","0.16","53.9%","0.96","172","59.9%","18.3%","30","0.17","32.3%","1.14","114","39.7%","15.6%","14","0.12","21.4%","0.63","1","0.3%","0.3%","1","1.00","0.2%","7.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"124","Cameron Brate","TB","TE","17","283","50","0.18","37.0%","0.87","61","21.6%","4.5%","12","0.20","8.0%","0.67","108","38.2%","9.9%","17","0.16","14.1%","0.82","100","35.3%","24.6%","19","0.19","13.1%","1.03","14","4.9%","2.5%","2","0.14","1.8%","0.86"
"125","Josh Palmer","LAC","WR","17","282","49","0.17","38.1%","1.25","171","60.6%","12.8%","37","0.22","23.1%","1.32","107","37.9%","9.8%","11","0.10","14.4%","0.86","4","1.4%","1.3%","1","0.25","0.5%","9.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"126","Laquon Treadwell","JAX","WR","12","281","51","0.18","61.8%","1.54","216","76.9%","25.7%","39","0.18","47.5%","1.60","64","22.8%","8.9%","11","0.17","14.1%","1.34","1","0.4%","0.5%","1","1.00","0.2%","2.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"127","Marquez Valdes-Scantling","GB","WR","11","281","54","0.19","66.0%","1.53","193","68.7%","27.7%","34","0.18","45.3%","0.77","83","29.5%","14.0%","20","0.24","19.5%","3.39","5","1.8%","2.6%","0","0.00","1.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"128","Aaron Jones","GB","RB","15","280","64","0.23","49.0%","1.40","51","18.2%","5.4%","9","0.18","8.9%","1.10","29","10.4%","3.7%","10","0.34","5.1%","1.48","23","8.2%","8.0%","9","0.39","4.0%","2.78","177","63.2%","58.4%","36","0.20","31.0%","1.29"
"129","Corey Davis","NYJ","WR","9","275","59","0.21","74.9%","1.79","204","74.2%","31.3%","45","0.22","55.6%","2.06","68","24.7%","13.1%","13","0.19","18.5%","1.00","3","1.1%","1.6%","1","0.33","0.8%","1.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"130","Ricky Seals-Jones","WAS","TE","13","274","47","0.17","53.1%","0.99","39","14.2%","4.1%","8","0.21","7.6%","0.51","170","62.0%","18.0%","30","0.18","32.9%","1.08","51","18.6%","44.0%","9","0.18","9.9%","1.31","14","5.1%","3.9%","0","0.00","2.7%","0.00"
"131","Joe Mixon","CIN","RB","16","274","49","0.18","45.9%","1.15","45","16.4%","4.0%","6","0.13","7.5%","1.18","30","10.9%","3.4%","7","0.23","5.0%","1.27","0","0.0%","0.0%","0","0.00","0.0%","0.00","199","72.6%","57.0%","36","0.18","33.3%","1.12"
"132","Ian Thomas","CAR","TE","17","274","29","0.11","40.2%","0.69","44","16.1%","3.5%","1","0.02","6.5%","0.20","108","39.4%","10.7%","10","0.09","15.9%","0.97","122","44.5%","49.6%","16","0.13","17.9%","0.41","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"133","Devonta Freeman","BLT","RB","16","272","39","0.14","38.6%","0.70","32","11.8%","2.5%","1","0.03","4.5%","0.00","34","12.5%","2.9%","5","0.15","4.8%","0.59","1","0.4%","0.4%","1","1.00","0.1%","15.00","205","75.4%","50.0%","30","0.15","29.1%","0.74"
"134","Terrace Marshall","CAR","WR","13","270","30","0.11","51.9%","0.51","101","37.4%","10.5%","9","0.09","19.4%","0.59","167","61.9%","21.7%","21","0.13","32.1%","0.47","2","0.7%","1.1%","0","0.00","0.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"135","David Montgomery","CHI","RB","13","268","49","0.18","51.9%","1.12","32","11.9%","3.4%","5","0.16","6.2%","0.38","12","4.5%","1.5%","2","0.17","2.3%","0.83","0","0.0%","0.0%","0","0.00","0.0%","0.00","224","83.6%","63.5%","42","0.19","43.4%","1.25"
"136","Sammy Watkins","BLT","WR","12","265","47","0.18","51.7%","1.49","228","86.0%","24.2%","37","0.16","44.4%","1.18","37","14.0%","4.4%","10","0.27","7.2%","3.35","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"137","Josh Reynolds","DET, TEN","WR","12","265","49","0.18","61.9%","1.49","224","84.5%","28.9%","41","0.18","52.3%","1.39","41","15.5%","6.6%","7","0.17","9.6%","1.12","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"138","Josh Jacobs","LV","RB","15","264","64","0.24","44.0%","1.32","24","9.1%","2.2%","5","0.21","4.0%","0.75","13","4.9%","1.6%","3","0.23","2.2%","0.69","0","0.0%","0.0%","0","0.00","0.0%","0.00","227","86.0%","51.6%","56","0.25","37.8%","1.41"
"139","Jack Doyle","IND","TE","17","259","43","0.17","44.7%","1.17","24","9.3%","2.3%","3","0.13","4.1%","0.75","107","41.3%","12.2%","16","0.15","18.5%","0.88","126","48.6%","44.7%","22","0.17","21.8%","1.45","2","0.8%","0.5%","1","0.50","0.3%","0.00"
"140","Javonte Williams","DEN","RB","17","259","51","0.20","43.0%","1.22","24","9.3%","2.2%","4","0.17","4.0%","2.04","3","1.2%","0.4%","0","0.00","0.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","232","89.6%","50.2%","47","0.20","38.5%","1.15"
"141","Alvin Kamara","NO","RB","13","258","65","0.25","61.7%","1.70","44","17.1%","6.0%","9","0.20","10.5%","1.32","36","14.0%","6.5%","13","0.36","8.6%","2.08","0","0.0%","0.0%","0","0.00","0.0%","0.00","178","69.0%","59.3%","42","0.24","42.6%","1.72"
"142","Ryan Griffin","NYJ","TE","14","257","41","0.16","43.9%","1.02","17","6.6%","1.6%","1","0.06","2.9%","0.00","75","29.2%","8.9%","6","0.08","12.8%","0.57","151","58.8%","51.2%","27","0.18","25.8%","1.25","14","5.4%","3.5%","4","0.29","2.4%","1.43"
"143","Braxton Berrios","NYJ","WR","16","254","64","0.25","39.4%","1.70","63","24.8%","5.5%","22","0.35","9.8%","1.84","187","73.6%","20.2%","40","0.21","29.0%","1.57","1","0.4%","0.3%","1","1.00","0.2%","0.00","3","1.2%","0.7%","1","0.33","0.5%","0.00"
"144","Jerry Jeudy","DEN","WR","10","251","55","0.22","76.1%","1.86","56","22.3%","9.5%","13","0.23","17.0%","2.23","194","77.3%","46.3%","41","0.21","58.8%","1.76","1","0.4%","0.4%","1","1.00","0.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"145","DeAndre Carter","WAS","WR","17","250","40","0.16","39.4%","1.18","158","63.2%","13.8%","26","0.16","24.9%","0.95","92","36.8%","8.3%","14","0.15","14.5%","1.59","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"146","Darrell Henderson","LA","RB","12","250","39","0.16","54.0%","0.70","45","18.0%","5.2%","4","0.09","9.7%","0.56","53","21.2%","7.0%","4","0.08","11.4%","0.25","0","0.0%","0.0%","0","0.00","0.0%","0.00","152","60.8%","61.0%","31","0.20","32.8%","0.91"
"147","Rondale Moore","ARZ","WR","14","249","65","0.26","47.1%","1.75","46","18.5%","4.8%","14","0.30","8.7%","1.96","192","77.1%","22.5%","46","0.24","36.3%","1.71","0","0.0%","0.0%","0","0.00","0.0%","0.00","11","4.4%","3.1%","5","0.45","2.1%","1.45"
"148","Jonathan Taylor","IND","RB","17","248","50","0.20","42.8%","1.45","10","4.0%","1.0%","3","0.30","1.7%","2.60","6","2.4%","0.7%","0","0.00","1.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","232","93.5%","63.2%","46","0.20","40.1%","1.44"
"149","Anthony Firkser","TEN","TE","15","247","42","0.17","47.0%","1.18","59","23.9%","6.3%","8","0.14","11.2%","0.83","150","60.7%","20.2%","29","0.19","28.5%","1.47","36","14.6%","15.0%","5","0.14","6.8%","0.61","2","0.8%","0.6%","0","0.00","0.4%","0.00"
"150","Myles Gaskin","MIA","RB","17","247","63","0.26","36.0%","0.95","34","13.8%","2.8%","7","0.21","4.9%","1.21","12","4.9%","1.1%","3","0.25","1.7%","-0.17","0","0.0%","0.0%","0","0.00","0.0%","0.00","201","81.4%","54.3%","51","0.25","29.3%","0.97"
"151","Chase Edmonds","ARZ","RB","12","247","52","0.21","54.3%","1.26","26","10.5%","3.2%","8","0.31","5.7%","1.58","43","17.4%","5.8%","3","0.07","9.5%","0.63","0","0.0%","0.0%","0","0.00","0.0%","0.00","178","72.1%","55.6%","38","0.21","39.1%","1.17"
"152","Marquise Goodwin","CHI","WR","14","246","38","0.15","47.1%","1.27","212","86.2%","22.4%","36","0.17","40.6%","1.46","33","13.4%","4.1%","1","0.03","6.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","0.4%","0.3%","1","1.00","0.2%","4.00"
"153","Ty Johnson","NYJ","RB","16","245","53","0.22","38.1%","1.52","23","9.4%","2.0%","4","0.17","3.6%","0.30","9","3.7%","1.0%","2","0.22","1.4%","0.44","8","3.3%","2.5%","2","0.25","1.2%","2.13","205","83.7%","45.7%","45","0.22","31.9%","1.68"
"154","Tommy Tremble","CAR","TE","16","244","31","0.13","37.7%","0.74","40","16.4%","3.4%","3","0.08","6.2%","0.53","113","46.3%","11.8%","15","0.13","17.5%","0.87","91","37.3%","38.2%","13","0.14","14.1%","0.67","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"155","Dan Arnold","CAR, JAX","TE","11","243","49","0.20","56.9%","1.68","34","14.0%","4.4%","5","0.15","8.0%","1.24","162","66.7%","24.2%","28","0.17","37.9%","1.41","46","18.9%","30.5%","16","0.35","10.8%","2.98","1","0.4%","0.4%","0","0.00","0.2%","0.00"
"156","Adam Trautman","NO","TE","13","242","40","0.17","54.8%","1.09","35","14.5%","4.5%","7","0.20","7.9%","0.91","86","35.5%","14.0%","8","0.09","19.5%","0.64","119","49.2%","59.2%","23","0.19","26.9%","1.39","2","0.8%","0.6%","0","0.00","0.5%","0.00"
"157","Antoine Wesley","ARZ","WR","15","239","30","0.13","40.8%","0.87","220","92.1%","20.9%","30","0.14","37.5%","0.95","19","7.9%","2.0%","0","0.00","3.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"158","Kyle Juszczyk","SF","FB","17","239","38","0.16","42.3%","1.24","51","21.3%","5.1%","5","0.10","9.0%","0.67","49","20.5%","6.7%","9","0.18","8.7%","1.08","40","16.7%","12.3%","7","0.18","7.1%","1.73","99","41.4%","26.1%","17","0.17","17.5%","1.41"
"159","Mo Alie-Cox","IND","TE","17","239","42","0.18","41.3%","1.32","20","8.4%","1.9%","7","0.35","3.5%","0.55","106","44.4%","12.1%","16","0.15","18.3%","1.43","113","47.3%","40.1%","19","0.17","19.5%","1.35","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"160","Julio Jones","TEN","WR","10","238","46","0.19","67.6%","1.82","187","78.6%","29.9%","30","0.16","53.1%","1.69","50","21.0%","10.6%","14","0.28","14.2%","2.08","1","0.4%","0.6%","1","1.00","0.3%","13.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"161","James Robinson","JAX","RB","14","238","44","0.18","41.7%","0.93","33","13.9%","3.1%","6","0.18","5.8%","1.06","9","3.8%","1.0%","1","0.11","1.6%","0.56","0","0.0%","0.0%","0","0.00","0.0%","0.00","196","82.4%","53.6%","37","0.19","34.3%","0.93"
"162","Sony Michel","LA","RB","17","237","32","0.14","36.6%","0.54","39","16.5%","3.3%","2","0.05","6.0%","0.31","37","15.6%","3.5%","2","0.05","5.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","161","67.9%","46.8%","27","0.17","24.9%","0.71"
"163","Dalvin Cook","MIN","RB","13","232","48","0.21","47.8%","0.97","18","7.8%","2.1%","2","0.11","3.7%","0.78","14","6.0%","2.6%","2","0.14","2.9%","-0.07","6","2.6%","1.6%","1","0.17","1.2%","2.33","194","83.6%","61.8%","42","0.22","40.0%","1.02"
"164","Durham Smythe","MIA","TE","17","232","40","0.17","33.8%","1.54","36","15.5%","2.9%","3","0.08","5.2%","0.36","70","30.2%","6.5%","9","0.13","10.2%","1.24","119","51.3%","50.4%","26","0.22","17.3%","2.08","7","3.0%","1.9%","1","0.14","1.0%","1.29"
"165","Cordarrelle Patterson","ATL","RB","16","229","63","0.28","38.6%","2.39","91","39.7%","8.3%","31","0.34","15.3%","3.47","48","21.0%","5.6%","12","0.25","8.1%","1.71","7","3.1%","2.7%","1","0.14","1.2%","0.14","83","36.2%","22.4%","18","0.22","14.0%","1.84"
"166","Saquon Barkley","NYG","RB","13","229","57","0.25","45.0%","1.15","33","14.4%","3.7%","8","0.24","6.5%","2.24","17","7.4%","2.1%","3","0.18","3.3%","-0.24","2","0.9%","1.4%","0","0.00","0.4%","0.00","177","77.3%","55.1%","45","0.25","34.8%","1.09"
"167","Melvin Gordon","DEN","RB","16","228","33","0.14","40.8%","0.93","15","6.6%","1.5%","1","0.07","2.7%","0.73","4","1.8%","0.6%","0","0.00","0.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","209","91.7%","49.3%","32","0.15","37.4%","0.97"
"168","Randall Cobb","GB","WR","12","225","38","0.17","49.7%","1.67","44","19.6%","5.7%","5","0.11","9.7%","1.41","174","77.3%","26.3%","32","0.18","38.4%","1.76","6","2.7%","2.8%","0","0.00","1.3%","0.00","1","0.4%","0.4%","1","1.00","0.2%","7.00"
"169","Devontae Booker","NYG","RB","16","225","45","0.20","36.1%","1.19","16","7.1%","1.4%","4","0.25","2.6%","1.31","15","6.7%","1.5%","4","0.27","2.4%","1.27","0","0.0%","0.0%","0","0.00","0.0%","0.00","194","86.2%","50.0%","37","0.19","31.1%","1.18"
"170","J.D. McKissic","WAS","RB","11","220","50","0.23","51.4%","1.80","38","17.3%","4.8%","14","0.37","8.9%","3.16","31","14.1%","4.0%","6","0.19","7.2%","1.19","1","0.5%","1.1%","0","0.00","0.2%","0.00","150","68.2%","53.2%","30","0.20","35.0%","1.60"
"171","James Conner","ARZ","RB","15","219","40","0.18","38.0%","1.71","9","4.1%","0.9%","0","0.00","1.6%","0.00","26","11.9%","2.8%","4","0.15","4.5%","1.69","1","0.5%","0.5%","0","0.00","0.2%","0.00","183","83.6%","46.2%","34","0.19","31.7%","1.70"
"172","Hayden Hurst","ATL","TE","13","218","32","0.15","44.9%","1.01","36","16.5%","4.0%","5","0.14","7.4%","1.42","94","43.1%","13.5%","15","0.16","19.3%","1.12","88","40.4%","40.0%","12","0.14","18.1%","0.74","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"173","Sterling Shepard","NYG","WR","7","218","51","0.23","74.1%","1.68","62","28.4%","11.6%","20","0.32","21.1%","2.21","156","71.6%","32.8%","31","0.20","53.1%","1.47","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"174","T.Y. Hilton","IND","WR","10","217","37","0.17","68.2%","1.53","172","79.3%","29.9%","29","0.17","54.1%","1.15","45","20.7%","9.5%","8","0.18","14.2%","2.98","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"175","Henry Ruggs","LV","WR","7","212","35","0.17","72.9%","2.21","120","56.6%","22.6%","23","0.19","41.2%","2.64","92","43.4%","22.3%","12","0.13","31.6%","1.65","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"176","Albert Wilson","MIA","WR","14","211","37","0.18","37.9%","1.01","117","55.5%","11.7%","17","0.15","21.0%","0.56","93","44.1%","10.9%","20","0.22","16.7%","1.59","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","0.5%","0.3%","0","0.00","0.2%","0.00"
"177","Mack Hollins","MIA","WR","17","210","28","0.13","30.6%","1.06","170","81.0%","13.9%","21","0.12","24.7%","0.83","40","19.0%","3.7%","7","0.18","5.8%","2.05","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"178","Brandon Bolden","NE","RB","16","209","48","0.23","38.3%","1.94","13","6.2%","1.3%","1","0.08","2.4%","1.00","11","5.3%","1.4%","3","0.27","2.0%","1.82","1","0.5%","0.6%","0","0.00","0.2%","0.00","184","88.0%","44.2%","44","0.24","33.8%","2.02"
"179","Deonte Harris","NO","WR","13","207","57","0.28","45.9%","2.75","127","61.4%","15.9%","32","0.25","28.2%","3.28","71","34.3%","11.4%","21","0.30","15.7%","1.96","0","0.0%","0.0%","0","0.00","0.0%","0.00","9","4.3%","2.8%","4","0.44","2.0%","1.67"
"180","Antonio Gibson","WAS","RB","16","203","52","0.26","34.2%","1.45","32","15.8%","3.0%","5","0.16","5.4%","0.66","13","6.4%","1.3%","3","0.23","2.2%","0.62","0","0.0%","0.0%","0","0.00","0.0%","0.00","158","77.8%","41.6%","40","0.25","26.6%","1.59"
"181","Kyle Rudolph","NYG","TE","16","202","37","0.18","32.0%","1.27","27","13.4%","2.4%","3","0.11","4.3%","0.00","104","51.5%","10.4%","17","0.16","16.5%","1.29","71","35.1%","36.0%","17","0.24","11.2%","1.73","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"182","John Bates","WAS","TE","17","201","23","0.11","31.7%","1.24","15","7.5%","1.3%","1","0.07","2.4%","0.67","108","53.7%","9.7%","10","0.09","17.0%","0.89","74","36.8%","47.7%","12","0.16","11.7%","1.93","4","2.0%","1.0%","0","0.00","0.6%","0.00"
"183","Michael Carter","NYJ","RB","14","200","51","0.26","35.8%","1.63","23","11.5%","2.3%","4","0.17","4.1%","0.74","18","9.0%","2.3%","4","0.22","3.2%","0.11","10","5.0%","3.3%","2","0.20","1.8%","0.90","149","74.5%","38.8%","41","0.28","26.7%","1.87"
"184","Tavon Austin","JAX","WR","13","197","37","0.19","39.0%","1.08","91","46.2%","9.9%","18","0.20","18.0%","1.04","104","52.8%","12.7%","19","0.18","20.6%","1.13","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","1.0%","0.6%","0","0.00","0.4%","0.00"
"185","Nyheim Hines","IND","RB","17","197","53","0.27","34.0%","1.57","31","15.7%","3.0%","14","0.45","5.4%","2.61","49","24.9%","5.6%","10","0.20","8.5%","0.80","1","0.5%","0.4%","0","0.00","0.2%","0.00","116","58.9%","31.6%","27","0.23","20.0%","1.49"
"186","DeSean Jackson","LA, LV","WR","16","194","34","0.18","32.2%","2.34","143","73.7%","13.1%","21","0.15","23.8%","2.17","51","26.3%","5.9%","12","0.24","8.5%","2.71","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"187","Calvin Ridley","ATL","WR","5","193","52","0.27","90.2%","1.46","153","79.3%","38.7%","43","0.28","71.5%","1.56","40","20.7%","13.6%","9","0.23","18.7%","1.08","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"188","Kadarius Toney","NYG","WR","10","189","54","0.29","45.1%","2.22","70","37.0%","9.4%","26","0.37","16.7%","3.63","117","61.9%","17.3%","25","0.21","27.9%","1.30","2","1.1%","1.5%","2","1.00","0.5%","4.50","0","0.0%","0.0%","0","0.00","0.0%","0.00"
