"Rank","Name","Team","POS","G","ATT","YDS","TD","YACO","MTF","EXP","RTE","TGT","REC","YDS","TD","YAC","YACO","MTF","EXP","TOUCH","YFS","TD","MTF","YACO","YPC","YACO/ATT","MTF/ATT","EXP RUN %","YPRR","YPT","YAC/REC","YACO/REC","MTF/REC","EXP REC %","YFS/TOUCH","MTF/TOUCH","YACO/TOUCH","EXP PLAY %","RuYDS/G","RecYDS/G","YFS/G","FP/G","FP","XFP","XFP/G"
"184","Devin Duvernay","BLT","WR","16","7","50","0","16","1","1","378","44","33","272","2","163","56","2","1","40","322","2","3","72","7.14","2.29","0.14","14.3%","0.72","6.18","4.94","1.70","0.06","3.0%","8.05","0.08","1.80","5.0%","3.1","17.0","20.1","4.8","77.2","83.1","5.2"
"185","Ke'Shawn Vaughn","TB","RB","6","36","180","2","145","14","3","45","7","4","26","0","17","6","0","0","40","206","2","14","151","5.00","4.03","0.39","8.3%","0.58","3.71","4.25","1.50","0.00","0.0%","5.15","0.35","3.78","7.5%","30.0","4.3","34.3","6.1","36.6","30.8","5.1"
"186","DeVante Parker","MIA","WR","10","0","0","0","-","0","0","334","69","40","515","2","125","67","3","7","40","515","2","3","67","-","-","0.00","0.0%","1.54","7.46","3.13","1.68","0.08","17.5%","12.88","0.08","1.68","17.5%","0.0","51.5","51.5","10.4","103.5","126.4","12.6"
"187","Jamycal Hasty","SF","RB","11","16","68","1","34","4","1","103","27","23","157","0","132","57","5","1","39","225","1","9","91","4.25","2.13","0.25","6.3%","1.52","5.81","5.74","2.48","0.22","4.3%","5.77","0.23","2.33","5.1%","6.2","14.3","20.5","4.6","50.5","55.5","5.0"
"188","Corey Clement","DAL","RB","11","33","140","0","83","3","1","24","7","6","29","1","19","6","0","0","39","169","1","3","89","4.24","2.52","0.09","3.0%","1.21","4.14","3.17","1.00","0.00","0.0%","4.33","0.08","2.28","2.6%","12.7","2.6","15.4","2.6","28.9","28.0","2.5"
"189","Kyle Juszczyk","SF","FB","17","8","22","1","16","0","0","239","38","30","296","1","176","85","3","2","38","318","2","3","101","2.75","2.00","0.00","0.0%","1.24","7.79","5.87","2.83","0.10","6.7%","8.37","0.08","2.66","5.3%","1.3","17.4","18.7","4.3","73.8","68.7","4.0"
"190","Jalen Guyton","LAC","WR","16","7","34","0","28","0","1","411","47","31","448","3","153","76","7","5","38","482","3","7","104","4.86","4.00","0.00","14.3%","1.09","9.53","4.94","2.45","0.23","16.1%","12.68","0.18","2.74","15.8%","2.1","28.0","30.1","6.1","97.2","86.9","5.4"
"191","Austin Hooper","CLV","TE","16","0","0","0","-","0","0","304","58","38","345","3","207","66","3","4","38","345","3","3","66","-","-","0.00","0.0%","1.13","5.95","5.45","1.74","0.08","10.5%","9.08","0.08","1.74","10.5%","0.0","21.6","21.6","5.8","92.5","108.6","6.8"
"192","Benny Snell","PIT","RB","17","36","98","0","79","6","0","46","4","2","13","0","20","3","0","0","38","111","0","6","82","2.72","2.19","0.17","0.0%","0.28","3.25","10.00","1.50","0.00","0.0%","2.92","0.16","2.16","0.0%","5.8","0.8","6.5","0.8","13.1","24.7","1.5"
"193","Joshua Kelley","LAC","RB","10","33","102","0","72","5","0","61","6","5","38","0","33","16","1","0","38","140","0","6","88","3.09","2.18","0.15","0.0%","0.62","6.33","6.60","3.20","0.20","0.0%","3.68","0.16","2.32","0.0%","10.2","3.8","14.0","1.8","18.0","29.9","3.0"
"194","Nick Westbrook-Ikhine","TEN","WR","16","0","0","0","-","0","0","321","54","38","476","4","160","63","4","5","38","476","4","4","63","-","-","0.00","0.0%","1.48","8.81","4.21","1.66","0.11","13.2%","12.53","0.11","1.66","13.2%","0.0","29.8","29.8","6.8","108.6","102.1","6.4"
"195","Allen Robinson","CHI","WR","12","0","0","0","-","0","0","347","66","38","410","1","103","49","3","5","38","410","1","3","49","-","-","0.00","0.0%","1.18","6.21","2.71","1.29","0.08","13.2%","10.79","0.08","1.29","13.2%","0.0","34.2","34.2","7.3","87.0","130.4","10.9"
"196","Larry Rountree","LAC","RB","9","36","87","1","63","3","0","30","2","1","-1","0","0","1","0","0","37","86","1","3","64","2.42","1.75","0.08","0.0%","-0.03","-0.50","0.00","1.00","0.00","0.0%","2.32","0.08","1.73","0.0%","9.7","-0.1","9.6","1.7","15.6","27.4","3.0"
"197","Jonnu Smith","NE","TE","16","9","40","0","30","3","0","150","45","28","294","1","247","79","4","5","37","334","1","7","109","4.44","3.33","0.33","0.0%","1.96","6.53","8.82","2.82","0.14","17.9%","9.03","0.19","2.95","13.5%","2.5","18.4","20.9","4.2","67.4","89.3","5.6"
"198","David Njoku","CLV","TE","16","1","1","0","2","0","0","295","53","36","475","4","254","143","4","8","37","476","4","4","145","1.00","2.00","0.00","0.0%","1.61","8.96","7.06","3.97","0.11","22.2%","12.86","0.11","3.92","21.6%","0.1","29.7","29.8","6.7","107.6","102.7","6.4"
"199","Kenny Golladay","NYG","WR","14","0","0","0","-","0","0","394","74","37","521","0","124","83","4","5","37","521","0","4","83","-","-","0.00","0.0%","1.32","7.04","3.35","2.24","0.11","13.5%","14.08","0.11","2.24","13.5%","0.0","37.2","37.2","6.4","89.1","141.5","10.1"
"200","Sterling Shepard","NYG","WR","7","1","-9","0","-4","1","0","218","51","36","366","1","125","84","5","4","37","357","1","6","80","-9.00","-4.00","1.00","0.0%","1.68","7.18","3.47","2.33","0.14","11.1%","9.65","0.16","2.16","10.8%","-1.3","52.3","51.0","11.1","77.7","90.5","12.9"
"201","Travis Homer","SEA","RB","14","21","177","1","68","5","2","97","19","16","161","0","132","59","6","3","37","338","1","11","127","8.43","3.24","0.24","9.5%","1.66","8.47","8.25","3.69","0.38","18.8%","9.14","0.30","3.43","13.5%","12.6","11.5","24.1","4.0","55.8","38.5","2.7"
"202","Tyler Johnson","TB","WR","17","0","0","0","-","0","0","364","53","36","360","0","136","74","4","4","36","360","0","4","74","-","-","0.00","0.0%","0.99","6.79","3.78","2.06","0.11","11.1%","10.00","0.11","2.06","11.1%","0.0","21.2","21.2","4.2","72.0","87.4","5.1"
"203","Malcolm Brown","MIA","RB","7","33","125","1","76","6","2","32","5","3","10","0","9","4","0","0","36","135","1","6","80","3.79","2.30","0.18","6.1%","0.31","2.00","3.00","1.33","0.00","0.0%","3.75","0.17","2.22","5.6%","17.9","1.4","19.3","3.2","22.5","35.6","5.1"
"204","Durham Smythe","MIA","TE","17","2","3","0","2","0","0","232","40","34","357","0","174","44","0","5","36","360","0","0","46","1.50","1.00","0.00","0.0%","1.54","8.93","5.12","1.29","0.00","14.7%","10.00","0.00","1.28","13.9%","0.2","21.0","21.2","4.1","70.0","73.9","4.3"
"205","Gabriel Davis","BUF","WR","16","0","0","0","-","0","0","320","62","35","549","6","145","63","3","13","35","549","6","3","63","-","-","0.00","0.0%","1.72","8.85","4.14","1.80","0.09","37.1%","15.69","0.09","1.80","37.1%","0.0","34.3","34.3","7.9","125.9","134.5","8.4"
"206","Dan Arnold","CAR, JAX","TE","11","0","0","0","-","0","0","243","49","35","408","0","200","84","3","2","35","408","0","3","84","-","-","0.00","0.0%","1.68","8.33","5.71","2.40","0.09","5.7%","11.66","0.09","2.40","5.7%","0.0","37.1","37.1","7.0","76.8","83.2","7.6"
"207","Michael Gallup","DAL","WR","9","0","0","0","-","0","0","315","60","35","445","2","129","66","3","6","35","445","2","3","66","-","-","0.00","0.0%","1.41","7.42","3.69","1.89","0.09","17.1%","12.71","0.09","1.89","17.1%","0.0","49.4","49.4","10.2","91.5","121.0","13.4"
"208","Bryan Edwards","LV","WR","16","1","0","0","1","0","0","497","57","34","571","3","204","121","8","11","35","571","3","8","122","-","1.00","0.00","0.0%","1.15","10.02","6.00","3.56","0.24","32.4%","16.31","0.23","3.49","31.4%","0.0","35.7","35.7","6.8","109.1","115.9","7.2"
"209","Anthony Firkser","TEN","TE","15","0","0","0","-","0","0","247","42","34","291","2","114","48","0","1","34","291","2","0","48","-","-","0.00","0.0%","1.18","6.93","3.35","1.41","0.00","2.9%","8.56","0.00","1.41","2.9%","0.0","19.4","19.4","4.9","74.1","70.8","4.7"
"210","Nico Collins","HST","WR","14","0","0","0","-","0","0","355","58","33","446","1","125","49","1","8","34","446","1","1","49","-","-","0.00","0.0%","1.26","7.69","3.79","1.48","0.03","24.2%","13.12","0.03","1.44","23.5%","0.0","31.9","31.9","6.0","83.6","106.6","7.6"
"211","Josh Palmer","LAC","WR","17","1","6","0","4","0","0","282","49","33","353","4","104","46","1","3","34","359","4","1","50","6.00","4.00","0.00","0.0%","1.25","7.20","3.15","1.39","0.03","9.1%","10.56","0.03","1.47","8.8%","0.4","20.8","21.1","5.5","92.9","85.2","5.0"
"212","Donovan Peoples-Jones","CLV","WR","14","0","0","0","-","0","0","400","58","34","597","3","160","75","4","12","34","597","3","4","75","-","-","0.00","0.0%","1.49","10.29","4.71","2.21","0.12","35.3%","17.56","0.12","2.21","35.3%","0.0","42.6","42.6","7.9","110.7","109.2","7.8"
"213","DeAndre Carter","WAS","WR","17","10","89","0","11","0","2","250","40","24","296","3","80","22","2","5","34","385","3","2","33","8.90","1.10","0.00","20.0%","1.18","7.40","3.33","0.92","0.08","20.8%","11.32","0.06","0.97","20.6%","5.2","17.4","22.6","4.7","80.5","80.9","4.8"
"214","Corey Davis","NYJ","WR","9","0","0","0","-","0","0","275","59","34","492","4","120","106","6","9","34","492","4","6","106","-","-","0.00","0.0%","1.79","8.34","3.53","3.12","0.18","26.5%","14.47","0.18","3.12","26.5%","0.0","54.7","54.7","11.8","106.2","105.2","11.7"
"215","Laquon Treadwell","JAX","WR","12","0","0","0","-","0","0","281","51","33","434","1","122","72","3","6","33","434","1","3","72","-","-","0.00","0.0%","1.54","8.51","3.70","2.18","0.09","18.2%","13.15","0.09","2.18","18.2%","0.0","36.2","36.2","6.9","82.4","97.3","8.1"
"216","Albert Okwuegbunam","DEN","TE","14","0","0","0","-","0","0","165","40","33","330","2","251","99","5","3","33","330","2","5","99","-","-","0.00","0.0%","2.00","8.25","7.61","3.00","0.15","9.1%","10.00","0.15","3.00","9.1%","0.0","23.6","23.6","5.5","77.0","71.5","5.1"
"217","Matt Breida","BUF","RB","9","26","125","1","62","2","2","37","7","7","72","2","64","28","2","1","33","197","3","4","90","4.81","2.38","0.08","7.7%","1.95","10.29","9.14","4.00","0.29","14.3%","5.97","0.12","2.73","9.1%","13.9","8.0","21.9","4.9","43.7","25.0","2.8"
"218","Elijhaa Penny","NYG","RB","17","24","99","1","82","3","0","40","12","9","30","1","41","22","3","0","33","129","2","6","104","4.13","3.42","0.13","0.0%","0.75","2.50","4.56","2.44","0.33","0.0%","3.91","0.18","3.15","0.0%","5.8","1.8","7.6","2.1","35.9","32.3","1.9"
"219","Tre'Quan Smith","NO","WR","11","0","0","0","-","0","0","296","48","32","377","3","120","74","6","6","32","377","3","6","74","-","-","0.00","0.0%","1.27","7.85","3.75","2.31","0.19","18.8%","11.78","0.19","2.31","18.8%","0.0","34.3","34.3","8.0","87.7","98.9","9.0"
"220","Chris Evans","CIN","RB","12","17","77","0","67","5","0","65","17","15","151","2","115","61","6","1","32","228","2","11","128","4.53","3.94","0.29","0.0%","2.32","8.88","7.67","4.07","0.40","6.7%","7.13","0.34","4.00","3.1%","6.4","12.6","19.0","4.2","49.8","40.5","3.4"
"221","Olamide Zaccheaus","ATL","WR","17","1","2","0","3","1","0","364","50","31","406","3","96","46","0","4","32","408","3","1","49","2.00","3.00","1.00","0.0%","1.12","8.12","3.10","1.48","0.00","12.9%","12.75","0.03","1.53","12.5%","0.1","23.9","24.0","5.3","89.8","94.1","5.5"
"222","Giovani Bernard","TB","RB","12","8","58","0","27","1","2","105","29","23","123","3","151","48","2","1","31","181","3","3","75","7.25","3.38","0.13","25.0%","1.17","4.24","6.57","2.09","0.09","4.3%","5.84","0.10","2.42","9.7%","4.8","10.3","15.1","4.9","59.1","53.5","4.5"
"223","Geoff Swaim","TEN","TE","16","0","0","0","-","0","0","185","38","31","210","3","140","56","3","2","31","210","3","3","56","-","-","0.00","0.0%","1.14","5.53","4.52","1.81","0.10","6.5%","6.77","0.10","1.81","6.5%","0.0","13.1","13.1","4.4","70.0","70.6","4.4"
"224","Julio Jones","TEN","WR","10","0","0","0","-","0","0","238","46","31","434","1","115","63","7","4","31","434","1","7","63","-","-","0.00","0.0%","1.82","9.43","3.71","2.03","0.23","12.9%","14.00","0.23","2.03","12.9%","0.0","43.4","43.4","8.0","80.4","83.5","8.4"
"225","Chester Rogers","TEN","WR","16","1","9","0","5","0","0","302","41","30","301","1","109","54","3","3","31","310","1","3","59","9.00","5.00","0.00","0.0%","1.00","7.34","3.63","1.80","0.10","10.0%","10.00","0.10","1.90","9.7%","0.6","18.8","19.4","4.1","66.0","79.3","5.0"
"226","Calvin Ridley","ATL","WR","5","0","0","0","-","0","0","193","52","31","281","2","96","48","5","3","31","281","2","5","48","-","-","0.00","0.0%","1.46","5.40","3.10","1.55","0.16","9.7%","9.06","0.16","1.55","9.7%","0.0","56.2","56.2","14.2","71.1","96.7","19.3"
"227","Jamal Agnew","JAX","WR","10","7","111","1","28","1","1","176","36","24","229","1","128","56","1","4","31","340","2","2","84","15.86","4.00","0.14","14.3%","1.30","6.36","5.33","2.33","0.04","16.7%","10.97","0.06","2.71","16.1%","11.1","22.9","34.0","7.0","70.0","65.9","6.6"
"228","Ty Montgomery","NO","WR","14","15","44","0","37","2","0","160","23","16","95","0","91","24","0","1","31","139","0","2","61","2.93","2.47","0.13","0.0%","0.59","4.13","5.69","1.50","0.00","6.3%","4.48","0.06","1.97","3.2%","3.1","6.8","9.9","2.1","29.9","44.9","3.2"
"229","Ricky Seals-Jones","WAS","TE","13","0","0","0","-","0","0","274","47","30","271","2","151","53","4","1","30","271","2","4","53","-","-","0.00","0.0%","0.99","5.77","5.03","1.77","0.13","3.3%","9.03","0.13","1.77","3.3%","0.0","20.8","20.8","5.3","69.1","86.9","6.7"
"230","Freddie Swain","SEA","WR","17","5","32","0","11","0","0","344","39","25","343","4","204","63","3","6","30","375","4","3","74","6.40","2.20","0.00","0.0%","1.00","8.79","8.16","2.52","0.12","24.0%","12.50","0.10","2.47","20.0%","1.9","20.2","22.1","5.1","86.5","78.0","4.6"
"231","Marlon Mack","IND","RB","5","28","101","0","70","4","1","16","4","2","8","0","5","2","0","0","30","109","0","4","72","3.61","2.50","0.14","3.6%","0.50","2.00","2.50","1.00","0.00","0.0%","3.63","0.13","2.40","3.3%","20.2","1.6","21.8","2.6","12.9","19.5","3.9"
"232","Cameron Brate","TB","TE","17","0","0","0","-","0","0","283","50","30","245","4","88","26","0","0","30","245","4","0","26","-","-","0.00","0.0%","0.87","4.90","2.93","0.87","0.00","0.0%","8.17","0.00","0.87","0.0%","0.0","14.4","14.4","4.6","78.5","95.3","5.6"
"233","Foster Moreau","LV","TE","17","0","0","0","-","0","0","330","43","30","373","3","198","80","5","6","30","373","3","5","80","-","-","0.00","0.0%","1.13","8.67","6.60","2.67","0.17","20.0%","12.43","0.17","2.67","20.0%","0.0","21.9","21.9","5.0","85.3","69.6","4.1"
"234","Jack Doyle","IND","TE","17","0","0","0","-","0","0","259","43","29","302","3","126","46","1","3","29","302","3","1","46","-","-","0.00","0.0%","1.17","7.02","4.34","1.59","0.03","10.3%","10.41","0.03","1.59","10.3%","0.0","17.8","17.8","4.7","79.2","76.8","4.5"
"235","Albert Wilson","MIA","WR","14","4","17","0","33","3","0","211","37","25","213","0","145","56","11","1","29","230","0","14","89","4.25","8.25","0.75","0.0%","1.01","5.76","5.80","2.24","0.44","4.0%","7.93","0.48","3.07","3.4%","1.2","15.2","16.4","3.4","48.0","65.3","4.7"
"236","Randall Cobb","GB","WR","12","1","1","0","1","2","0","225","38","28","375","5","151","52","5","6","29","376","5","7","53","1.00","1.00","2.00","0.0%","1.67","9.87","5.39","1.86","0.18","21.4%","12.97","0.24","1.83","20.7%","0.1","31.3","31.3","7.9","94.6","78.0","6.5"
"237","Wayne Gallman","ATL, MIN","RB","7","28","104","0","55","2","2","13","3","1","21","0","20","4","0","1","29","125","0","2","59","3.71","1.96","0.07","7.1%","1.62","7.00","20.00","4.00","0.00","100.0%","4.31","0.07","2.03","10.3%","14.9","3.0","17.9","1.9","13.5","18.0","2.6"
"238","Josh Reynolds","TEN, DET","WR","12","0","0","0","-","0","0","265","49","29","396","2","115","64","5","6","29","396","2","5","64","-","-","0.00","0.0%","1.49","8.08","3.97","2.21","0.17","20.7%","13.66","0.17","2.21","20.7%","0.0","33.0","33.0","6.7","80.6","90.1","7.5"
"239","Isaiah McKenzie","BUF","WR","15","9","47","1","20","1","0","136","26","20","178","1","83","35","2","1","29","225","2","3","55","5.22","2.22","0.11","0.0%","1.31","6.85","4.15","1.75","0.10","5.0%","7.76","0.10","1.90","3.4%","3.1","11.9","15.0","3.6","53.5","49.2","3.3"
"240","Austin Walter","NYJ","RB","4","26","101","1","62","4","0","11","3","2","9","0","13","7","1","0","28","110","1","5","69","3.88","2.38","0.15","0.0%","0.82","3.00","6.50","3.50","0.50","0.0%","3.93","0.18","2.46","0.0%","25.3","2.3","27.5","4.8","19.0","19.9","5.0"
"241","Keelan Cole","NYJ","WR","15","0","0","0","-","0","0","327","47","28","449","1","90","26","0","7","28","449","1","0","26","-","-","0.00","0.0%","1.37","9.55","3.21","0.93","0.00","25.0%","16.04","0.00","0.93","25.0%","0.0","29.9","29.9","5.3","78.9","92.7","6.2"
"242","Henry Ruggs","LV","WR","7","3","16","0","7","1","0","212","35","24","469","2","120","38","5","9","27","485","2","6","45","5.33","2.33","0.33","0.0%","2.21","13.40","5.00","1.58","0.21","37.5%","17.96","0.22","1.67","33.3%","2.3","67.0","69.3","12.1","84.5","58.7","8.4"
"243","Tavon Austin","JAX","WR","13","3","21","0","2","0","0","197","37","24","213","1","67","35","4","2","27","234","1","4","37","7.00","0.67","0.00","0.0%","1.08","5.76","2.79","1.46","0.17","8.3%","8.67","0.15","1.37","7.4%","1.6","16.4","18.0","4.0","52.4","60.7","4.7"
"244","Ryan Griffin","NYJ","TE","14","0","0","0","-","0","0","257","41","27","261","2","153","39","2","4","27","261","2","2","39","-","-","0.00","0.0%","1.02","6.37","5.67","1.44","0.07","14.8%","9.67","0.07","1.44","14.8%","0.0","18.6","18.6","4.7","65.1","73.1","5.2"
"245","Adam Trautman","NO","TE","13","0","0","0","-","0","0","242","40","27","263","2","116","31","0","2","27","263","2","0","31","-","-","0.00","0.0%","1.09","6.58","4.30","1.15","0.00","7.4%","9.74","0.00","1.15","7.4%","0.0","20.2","20.2","4.9","64.3","67.5","5.2"
"246","Sammy Watkins","BLT","WR","12","0","0","0","-","0","0","265","47","27","394","1","117","36","2","6","27","394","1","2","36","-","-","0.00","0.0%","1.49","8.38","4.33","1.33","0.07","22.2%","14.59","0.07","1.33","22.2%","0.0","32.8","32.8","6.0","71.4","80.3","6.7"
"247","Darius Slayton","NYG","WR","13","1","-13","0","-1","0","0","348","55","26","339","2","65","29","0","4","27","326","2","0","28","-13.00","-1.00","0.00","0.0%","0.97","6.16","2.50","1.12","0.00","15.4%","12.07","0.00","1.04","14.8%","-1.0","26.1","25.1","5.4","69.6","103.7","8.0"
"248","Damiere Byrd","CHI","WR","17","0","0","0","-","0","0","366","37","26","329","1","116","16","1","3","26","329","1","1","16","-","-","0.00","0.0%","0.90","8.89","4.46","0.62","0.04","11.5%","12.65","0.04","0.62","11.5%","0.0","19.4","19.4","3.9","65.9","63.6","3.7"
"249","Hayden Hurst","ATL","TE","13","0","0","0","-","0","0","218","32","26","221","3","99","33","4","1","26","221","3","4","33","-","-","0.00","0.0%","1.01","6.91","3.81","1.27","0.15","3.8%","8.50","0.15","1.27","3.8%","0.0","17.0","17.0","5.0","65.1","57.8","4.4"
"250","James Washington","PIT","WR","15","2","13","0","5","2","0","323","42","24","285","2","79","20","1","4","26","298","2","3","25","6.50","2.50","1.00","0.0%","0.88","6.79","3.29","0.83","0.04","16.7%","11.46","0.12","0.96","15.4%","0.9","19.0","19.9","4.4","65.8","79.1","5.3"
"251","Kyle Rudolph","NYG","TE","16","0","0","0","-","0","0","202","37","26","257","1","143","91","3","3","26","257","1","3","91","-","-","0.00","0.0%","1.27","6.95","5.50","3.50","0.12","11.5%","9.88","0.12","3.50","11.5%","0.0","16.1","16.1","3.7","59.7","67.2","4.2"
"252","Marquez Valdes-Scantling","GB","WR","11","0","0","0","-","0","0","281","54","26","430","3","152","42","0","8","26","430","3","0","42","-","-","0.00","0.0%","1.53","7.96","5.85","1.62","0.00","30.8%","16.54","0.00","1.62","30.8%","0.0","39.1","39.1","7.9","87.0","96.9","8.8"
"253","Jerick McKinnon","KC","RB","13","12","62","0","30","1","1","120","17","13","107","1","128","40","5","0","26","169","1","6","70","5.17","2.50","0.08","8.3%","0.89","6.29","9.85","3.08","0.38","0.0%","6.50","0.23","2.69","3.8%","4.8","8.2","13.0","2.8","35.9","34.8","2.7"
"254","Tajae Sharpe","ATL","WR","15","0","0","0","-","0","0","309","34","25","230","0","72","33","0","0","25","230","0","0","33","-","-","0.00","0.0%","0.74","6.76","2.88","1.32","0.00","0.0%","9.20","0.00","1.32","0.0%","0.0","15.3","15.3","3.2","48.0","55.9","3.7"
"255","Qadree Ollison","ATL","RB","7","21","105","1","56","1","1","21","5","4","12","0","8","5","0","0","25","117","1","1","61","5.00","2.67","0.05","4.8%","0.57","2.40","2.00","1.25","0.00","0.0%","4.68","0.04","2.44","4.0%","15.0","1.7","16.7","3.0","20.7","18.5","2.6"
"256","Demetric Felton","CLV","RB","15","7","24","0","14","3","0","78","21","18","181","2","209","83","9","2","25","205","2","12","97","3.43","2.00","0.43","0.0%","2.32","8.62","11.61","4.61","0.50","11.1%","8.20","0.48","3.88","8.0%","1.6","12.1","13.7","3.4","50.5","36.7","2.4"
"257","Jordan Akins","HST","TE","13","1","3","0","2","0","0","185","32","24","214","0","82","39","4","1","25","217","0","4","41","3.00","2.00","0.00","0.0%","1.16","6.69","3.42","1.63","0.17","4.2%","8.68","0.16","1.64","4.0%","0.2","16.5","16.7","3.4","43.7","54.7","4.2"
"258","Patrick Taylor","GB","RB","6","23","89","1","63","3","0","18","2","2","3","0","5","3","0","0","25","92","1","3","66","3.87","2.74","0.13","0.0%","0.17","1.50","2.50","1.50","0.00","0.0%","3.68","0.12","2.64","0.0%","14.8","0.5","15.3","2.9","17.2","19.7","3.3"
"259","Godwin Igwebuike","DET","RB","15","18","118","1","68","4","1","70","10","7","60","0","65","29","4","0","25","178","1","8","97","6.56","3.78","0.22","5.6%","0.86","6.00","9.29","4.14","0.57","0.0%","7.12","0.32","3.88","4.0%","7.9","4.0","11.9","1.9","28.8","23.7","1.6"
"260","Josiah Deguara","GB","TE","16","0","0","0","-","0","0","188","32","25","245","2","208","120","2","3","25","245","2","2","120","-","-","0.00","0.0%","1.30","7.66","8.32","4.80","0.08","12.0%","9.80","0.08","4.80","12.0%","0.0","15.3","15.3","3.8","61.5","52.2","3.3"
"261","Demarcus Robinson","KC","WR","17","0","0","0","-","0","0","453","39","25","264","3","66","24","3","3","25","264","3","3","24","-","-","0.00","0.0%","0.58","6.77","2.64","0.96","0.12","12.0%","10.56","0.12","0.96","12.0%","0.0","15.5","15.5","4.1","69.4","74.4","4.4"
"262","James O'Shaughnessy","JAX","TE","7","0","0","0","-","0","0","186","34","24","244","0","122","40","3","5","24","244","0","3","40","-","-","0.00","0.0%","1.31","7.18","5.08","1.67","0.13","20.8%","10.17","0.13","1.67","20.8%","0.0","34.9","34.9","7.2","50.4","57.0","8.1"
"263","C.J. Ham","MIN","FB","17","7","34","0","33","1","1","76","18","17","125","0","66","39","2","1","24","159","0","3","72","4.86","4.71","0.14","14.3%","1.64","6.94","3.88","2.29","0.12","5.9%","6.63","0.13","3.00","8.3%","2.0","7.4","9.4","1.9","32.9","34.9","2.1"
"264","Jauan Jennings","SF","WR","16","0","0","0","-","0","0","183","37","24","282","5","111","63","6","4","24","282","5","6","63","-","-","0.00","0.0%","1.54","7.62","4.63","2.63","0.25","16.7%","11.75","0.25","2.63","16.7%","0.0","17.6","17.6","5.1","82.2","62.3","3.9"
"265","Danny Amendola","HST","WR","8","0","0","0","-","0","0","151","36","24","248","3","106","18","0","4","24","248","3","0","18","-","-","0.00","0.0%","1.64","6.89","4.42","0.75","0.00","16.7%","10.33","0.00","0.75","16.7%","0.0","31.0","31.0","8.6","68.8","60.9","7.6"
"266","Rashard Higgins","CLV","WR","15","0","0","0","-","0","0","287","45","24","275","1","36","5","0","1","24","275","1","0","5","-","-","0.00","0.0%","0.96","6.11","1.50","0.21","0.00","4.2%","11.46","0.00","0.21","4.2%","0.0","18.3","18.3","3.8","57.5","81.9","5.5"
"267","Mo Alie-Cox","IND","TE","17","0","0","0","-","0","0","239","42","24","316","4","163","81","4","5","24","316","4","4","81","-","-","0.00","0.0%","1.32","7.52","6.79","3.38","0.17","20.8%","13.17","0.17","3.38","20.8%","0.0","18.6","18.6","4.7","79.6","82.1","4.8"
"268","Chris Conley","HST","WR","16","1","3","0","12","1","0","298","35","22","323","2","136","61","3","5","23","326","2","4","73","3.00","12.00","1.00","0.0%","1.08","9.23","6.18","2.77","0.14","22.7%","14.17","0.17","3.17","21.7%","0.2","20.2","20.4","4.1","65.6","57.7","3.6"
"269","Marcedes Lewis","GB","TE","17","0","0","0","-","0","0","114","28","23","214","0","151","79","6","3","23","214","0","6","79","-","-","0.00","0.0%","1.88","7.64","6.57","3.43","0.26","13.0%","9.30","0.26","3.43","13.0%","0.0","12.6","12.6","2.6","44.4","49.8","2.9"
"270","Tommy Tremble","CAR","TE","16","3","11","1","7","0","0","244","31","20","180","1","77","49","2","1","23","191","2","2","56","3.67","2.33","0.00","0.0%","0.74","5.81","3.85","2.45","0.10","5.0%","8.30","0.09","2.43","4.3%","0.7","11.3","11.9","3.3","53.1","59.9","3.7"
"271","T.Y. Hilton","IND","WR","10","0","0","0","-","0","0","217","37","23","331","3","69","28","2","4","23","331","3","2","28","-","-","0.00","0.0%","1.53","8.95","3.00","1.22","0.09","17.4%","14.39","0.09","1.22","17.4%","0.0","33.1","33.1","7.4","74.1","71.4","7.1"
"272","J.J. Taylor","NE","RB","5","19","37","2","23","0","1","21","4","4","8","0","14","9","1","0","23","45","2","1","32","1.95","1.21","0.00","5.3%","0.38","2.00","3.50","2.25","0.25","0.0%","1.96","0.04","1.39","4.3%","7.4","1.6","9.0","3.9","19.5","24.2","4.8"
"273","Pharaoh Brown","HST","TE","15","0","0","0","-","0","0","183","33","23","171","0","118","70","4","2","23","171","0","4","70","-","-","0.00","0.0%","0.93","5.18","5.13","3.04","0.17","8.7%","7.43","0.17","3.04","8.7%","0.0","11.4","11.4","2.6","39.1","54.0","3.6"
"274","Marquise Goodwin","CHI","WR","14","2","-1","0","2","0","0","246","38","20","313","1","86","28","1","5","22","312","1","1","30","-0.50","1.00","0.00","0.0%","1.27","8.24","4.30","1.40","0.05","25.0%","14.18","0.05","1.36","22.7%","-0.1","22.4","22.3","4.1","57.2","76.6","5.5"
"275","James White","NE","RB","3","10","38","1","16","2","0","34","14","12","94","0","74","33","1","2","22","132","1","3","49","3.80","1.60","0.20","0.0%","2.76","6.71","6.17","2.75","0.08","16.7%","6.00","0.14","2.23","9.1%","12.7","31.3","44.0","10.4","31.2","27.6","9.2"
"276","Jonathan Williams","WAS","RB","5","17","79","1","66","4","1","27","4","4","28","0","39","13","2","0","21","107","1","6","79","4.65","3.88","0.24","5.9%","1.04","7.00","9.75","3.25","0.50","0.0%","5.10","0.29","3.76","4.8%","15.8","5.6","21.4","4.1","20.7","18.6","3.7"
