"Rank","Name","Team","POS","G","RTE","TGT","TPRR","RTE %","YPRR","RTE","WIDE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","SLOT RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","INLINE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","BACK RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR"
"187","Marcus Johnson","NYG","WR","14","171","21","0.12","33.7%","0.58","150","87.7%","16.9%","19","0.13","29.5%","0.52","21","12.3%","3.2%","2","0.10","4.1%","1.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"188","Sammy Watkins","BLT, GB","WR","12","171","27","0.16","42.6%","1.90","145","84.8%","22.8%","23","0.16","36.2%","2.16","26","15.2%","4.7%","4","0.15","6.5%","0.46","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"189","Trenton Irwin","CIN","WR","9","170","22","0.13","45.7%","1.36","111","65.3%","16.2%","14","0.13","29.8%","1.47","59","34.7%","11.3%","8","0.14","15.9%","1.15","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"190","Latavius Murray","DEN, NO","RB","13","170","31","0.18","34.2%","0.78","8","4.7%","0.9%","0","0.00","1.6%","0.00","8","4.7%","1.1%","5","0.63","1.6%","2.63","2","1.2%","0.8%","0","0.00","0.4%","0.00","152","89.4%","44.1%","26","0.17","30.6%","0.73"
"191","Mitchell Wilcox","CIN","TE","16","169","18","0.11","24.8%","0.82","25","14.8%","2.0%","0","0.00","3.7%","0.00","27","16.0%","2.8%","2","0.07","4.0%","1.00","115","68.0%","34.1%","16","0.14","16.9%","0.97","2","1.2%","0.5%","0","0.00","0.3%","0.00"
"192","Braxton Berrios","NYJ","WR","17","169","32","0.19","24.6%","0.86","66","39.1%","5.4%","15","0.23","9.6%","0.62","101","59.8%","11.2%","16","0.16","14.7%","0.95","1","0.6%","0.2%","0","0.00","0.1%","0.00","1","0.6%","0.3%","1","1.00","0.1%","8.00"
"193","Eric Saubert","DEN","TE","17","168","23","0.14","25.3%","0.88","14","8.3%","1.2%","2","0.14","2.1%","0.71","70","41.7%","7.6%","5","0.07","10.6%","0.36","84","50.0%","25.4%","16","0.19","12.7%","1.35","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"194","Scott Miller","TB","WR","14","168","40","0.24","26.0%","1.10","128","76.2%","11.6%","34","0.27","19.8%","1.18","40","23.8%","4.2%","6","0.15","6.2%","0.85","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"195","Kenneth Gainwell","PHI","RB","17","167","28","0.17","26.7%","1.01","18","10.8%","1.8%","3","0.17","2.9%","0.39","17","10.2%","1.9%","0","0.00","2.7%","0.00","4","2.4%","1.4%","0","0.00","0.6%","0.00","128","76.6%","37.9%","25","0.20","20.5%","1.27"
"196","Darrell Henderson","LA","RB","10","166","21","0.13","42.0%","0.61","22","13.3%","3.3%","2","0.09","5.6%","0.00","25","15.1%","4.7%","3","0.12","6.3%","0.32","1","0.6%","0.6%","0","0.00","0.3%","0.00","118","71.1%","52.2%","16","0.14","29.9%","0.80"
"197","Tutu Atwell","LA","WR","13","166","35","0.21","36.9%","1.80","78","47.0%","10.0%","18","0.23","17.3%","2.22","87","52.4%","15.1%","16","0.18","19.3%","1.44","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","0.6%","0.4%","1","1.00","0.2%","0.00"
"198","Eno Benjamin","ARZ, HST, NO","RB","14","166","31","0.19","28.8%","1.16","16","9.6%","1.7%","4","0.25","2.8%","1.44","22","13.3%","2.6%","3","0.14","3.8%","1.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","128","77.1%","37.8%","24","0.19","22.2%","1.16"
"199","Jaylen Warren","PIT","RB","16","163","32","0.20","26.9%","1.31","7","4.3%","0.6%","0","0.00","1.2%","0.00","5","3.1%","0.7%","1","0.20","0.8%","1.80","9","5.5%","2.1%","3","0.33","1.5%","0.78","142","87.1%","40.6%","28","0.20","23.4%","1.39"
"200","Zach Gentry","PIT","TE","17","162","23","0.14","25.3%","0.81","3","1.9%","0.3%","0","0.00","0.5%","0.00","11","6.8%","1.4%","0","0.00","1.7%","0.00","148","91.4%","32.7%","23","0.16","23.1%","0.89","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"201","Irv Smith","MIN","TE","8","160","34","0.21","50.0%","1.14","36","22.5%","6.6%","6","0.17","11.3%","1.06","29","18.1%","7.8%","2","0.07","9.1%","0.38","95","59.4%","52.5%","26","0.27","29.7%","1.40","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"202","Chigoziem Okonkwo","TEN","TE","17","159","45","0.28","30.1%","2.83","24","15.1%","2.6%","9","0.38","4.5%","2.08","59","37.1%","8.4%","12","0.20","11.2%","2.73","62","39.0%","25.0%","16","0.26","11.7%","2.48","14","8.8%","4.3%","8","0.57","2.6%","6.07"
"203","Dameon Pierce","HST","RB","13","157","36","0.23","32.8%","1.05","11","7.0%","1.4%","2","0.18","2.3%","1.73","10","6.4%","1.8%","1","0.10","2.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","136","86.6%","46.3%","33","0.24","28.4%","1.07"
"204","Cam Sims","WAS","WR","17","156","16","0.10","24.8%","0.57","120","76.9%","10.7%","15","0.13","19.0%","0.61","36","23.1%","3.6%","1","0.03","5.7%","0.44","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"205","Brock Wright","DET","TE","17","155","24","0.15","24.7%","1.39","23","14.8%","2.1%","1","0.04","3.7%","0.22","31","20.0%","3.6%","5","0.16","4.9%","1.55","98","63.2%","37.8%","18","0.18","15.6%","1.66","3","1.9%","0.8%","0","0.00","0.5%","0.00"
"206","Derrick Henry","TEN","RB","16","155","40","0.26","31.8%","2.57","13","8.4%","1.5%","0","0.00","2.7%","0.00","6","3.9%","0.9%","0","0.00","1.2%","0.00","1","0.6%","0.5%","0","0.00","0.2%","0.00","135","87.1%","44.1%","40","0.30","27.7%","2.95"
"207","Damiere Byrd","ATL","WR","14","155","23","0.15","39.2%","1.73","135","87.1%","19.7%","21","0.16","34.2%","1.91","20","12.9%","4.2%","2","0.10","5.1%","0.50","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"208","Skyy Moore","KC","WR","16","153","32","0.21","22.1%","1.63","73","47.7%","6.1%","14","0.19","10.5%","1.37","77","50.3%","7.4%","18","0.23","11.1%","1.95","2","1.3%","0.7%","0","0.00","0.3%","0.00","1","0.7%","0.2%","0","0.00","0.1%","0.00"
"209","Ray-Ray McCloud","SF","WR","17","151","21","0.14","27.2%","1.61","86","57.0%","8.8%","9","0.10","15.5%","0.69","64","42.4%","9.4%","12","0.19","11.5%","2.88","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","0.7%","0.3%","0","0.00","0.2%","0.00"
"210","Tyler Allgeier","ATL","RB","16","148","17","0.11","32.7%","0.94","12","8.1%","1.5%","0","0.00","2.7%","0.00","5","3.4%","0.9%","0","0.00","1.1%","0.00","3","2.0%","1.7%","0","0.00","0.7%","0.00","128","86.5%","52.0%","16","0.13","28.3%","1.13"
"211","Steven Sims","PIT","WR","12","147","22","0.15","32.8%","0.71","37","25.2%","4.5%","6","0.16","8.3%","1.08","108","73.5%","19.5%","16","0.15","24.1%","0.59","2","1.4%","0.6%","0","0.00","0.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"212","J.D. McKissic","WAS","RB","8","147","40","0.27","43.4%","1.18","19","12.9%","3.1%","5","0.26","5.6%","1.32","25","17.0%","4.5%","7","0.28","7.4%","0.68","1","0.7%","1.2%","1","1.00","0.3%","2.00","102","69.4%","47.2%","27","0.26","30.1%","1.26"
"213","Denzel Mims","NYJ","WR","10","147","25","0.17","37.0%","1.27","114","77.6%","16.2%","20","0.18","28.7%","1.50","32","21.8%","6.1%","5","0.16","8.1%","0.47","1","0.7%","0.4%","0","0.00","0.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"214","K.J. Hamler","DEN","WR","7","146","14","0.10","52.5%","1.13","119","81.5%","24.3%","12","0.10","42.8%","1.39","27","18.5%","7.0%","2","0.07","9.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"215","Amari Rodgers","HST, GB","WR","16","146","22","0.15","24.3%","1.40","50","34.2%","5.2%","12","0.24","8.3%","2.18","95","65.1%","12.4%","10","0.11","15.8%","1.06","1","0.7%","0.3%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"216","Jonnu Smith","NE","TE","14","145","37","0.26","28.9%","1.69","19","13.1%","2.2%","6","0.32","3.8%","1.32","43","29.7%","6.4%","8","0.19","8.6%","0.91","77","53.1%","41.0%","20","0.26","15.3%","1.95","6","4.1%","1.8%","3","0.50","1.2%","5.17"
"217","Chase Edmonds","DEN, MIA","RB","13","144","23","0.16","28.0%","1.09","11","7.6%","1.2%","3","0.27","2.1%","0.64","20","13.9%","2.6%","3","0.15","3.9%","0.35","0","0.0%","0.0%","0","0.00","0.0%","0.00","113","78.5%","31.9%","17","0.15","21.9%","1.27"
"218","Tanner Hudson","NYG","TE","11","144","15","0.10","36.7%","0.92","37","25.7%","5.5%","4","0.11","9.4%","0.65","45","31.3%","9.4%","4","0.09","11.5%","1.18","56","38.9%","28.1%","7","0.13","14.3%","0.98","6","4.2%","2.5%","0","0.00","1.5%","0.00"
"219","Alexander Mattison","MIN","RB","17","141","18","0.13","19.2%","0.65","12","8.5%","0.9%","3","0.25","1.6%","1.17","2","1.4%","0.2%","0","0.00","0.3%","0.00","16","11.3%","3.7%","3","0.19","2.2%","1.44","111","78.7%","26.7%","12","0.11","15.1%","0.49"
"220","Josh Oliver","BLT","TE","17","140","24","0.17","24.7%","1.06","19","13.6%","1.9%","4","0.21","3.4%","1.00","33","23.6%","3.9%","4","0.12","5.8%","1.21","88","62.9%","31.0%","16","0.18","15.5%","1.02","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"221","Patrick Ricard","BLT","FB","17","139","13","0.09","24.5%","0.53","11","7.9%","1.1%","0","0.00","1.9%","0.00","25","18.0%","2.9%","2","0.08","4.4%","0.68","89","64.0%","31.3%","9","0.10","15.7%","0.56","14","10.1%","5.4%","0","0.00","2.5%","0.00"
"222","Kenyan Drake","BLT","RB","12","138","24","0.17","33.1%","0.64","8","5.8%","1.1%","0","0.00","1.9%","0.00","28","20.3%","4.4%","6","0.21","6.7%","0.89","2","1.4%","1.1%","0","0.00","0.5%","0.00","100","72.5%","49.8%","18","0.18","24.0%","0.64"
"223","Cordarrelle Patterson","ATL","RB","13","137","30","0.22","35.2%","0.89","38","27.7%","5.7%","11","0.29","9.8%","0.63","29","21.2%","6.2%","7","0.24","7.5%","1.62","1","0.7%","0.6%","0","0.00","0.3%","0.00","69","50.4%","32.4%","12","0.17","17.7%","0.74"
"224","Deon Jackson","IND","RB","13","137","33","0.24","26.4%","1.53","19","13.9%","2.1%","2","0.11","3.7%","0.26","3","2.2%","0.4%","1","0.33","0.6%","0.33","0","0.0%","0.0%","0","0.00","0.0%","0.00","115","83.9%","32.0%","30","0.26","22.2%","1.77"
"225","Melvin Gordon","DEN","RB","10","135","32","0.24","34.0%","1.65","4","3.0%","0.6%","0","0.00","1.0%","0.00","8","5.9%","1.5%","3","0.38","2.0%","1.50","0","0.0%","0.0%","0","0.00","0.0%","0.00","123","91.1%","42.6%","29","0.24","31.0%","1.72"
"226","Durham Smythe","MIA","TE","16","133","19","0.14","22.9%","0.97","12","9.0%","1.2%","1","0.08","2.1%","1.58","25","18.8%","2.9%","0","0.00","4.3%","0.00","92","69.2%","43.2%","15","0.16","15.8%","1.10","4","3.0%","1.1%","3","0.75","0.7%","2.25"
"227","Ian Thomas","CAR","TE","17","132","29","0.22","25.8%","1.49","4","3.0%","0.5%","0","0.00","0.8%","0.00","14","10.6%","2.6%","3","0.21","2.7%","0.93","114","86.4%","32.9%","26","0.23","22.3%","1.61","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"228","Brandon Powell","LA","WR","17","132","31","0.23","21.5%","1.18","53","40.2%","5.1%","10","0.19","8.6%","1.36","69","52.3%","8.8%","17","0.25","11.3%","1.14","1","0.8%","0.3%","0","0.00","0.2%","0.00","9","6.8%","2.5%","3","0.33","1.5%","0.67"
"229","Johnny Mundt","MIN","TE","17","132","21","0.16","18.0%","1.06","17","12.9%","1.3%","1","0.06","2.3%","0.00","12","9.1%","1.3%","1","0.08","1.6%","1.42","103","78.0%","23.7%","19","0.18","14.1%","1.19","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"230","Adam Trautman","NO","TE","15","131","22","0.17","27.2%","1.58","16","12.2%","1.8%","1","0.06","3.3%","0.13","26","19.8%","3.9%","3","0.12","5.4%","0.65","89","67.9%","40.6%","18","0.20","18.5%","2.11","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"231","Kenny Golladay","NYG","WR","11","131","17","0.13","32.5%","0.62","104","79.4%","14.7%","14","0.13","25.8%","0.73","27","20.6%","4.9%","3","0.11","6.7%","0.19","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"232","Byron Pringle","CHI","WR","11","131","15","0.11","43.0%","1.03","97","74.0%","18.7%","11","0.11","31.8%","1.12","32","24.4%","7.6%","4","0.13","10.5%","0.81","2","1.5%","1.4%","0","0.00","0.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"233","Michael Bandy","LAC","WR","10","130","17","0.13","26.9%","0.68","106","81.5%","12.6%","15","0.14","21.9%","0.79","24","18.5%","3.5%","2","0.08","5.0%","0.21","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"234","Cedrick Wilson","MIA","WR","15","129","17","0.13","22.8%","1.05","71","55.0%","7.1%","7","0.10","12.6%","0.45","58","45.0%","6.8%","10","0.17","10.3%","1.79","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"235","Dontrell Hilliard","TEN","RB","12","128","26","0.20","35.2%","1.38","17","13.3%","2.7%","2","0.12","4.7%","1.82","20","15.6%","4.2%","2","0.10","5.5%","0.60","4","3.1%","2.4%","0","0.00","1.1%","0.00","87","68.0%","37.2%","22","0.25","23.9%","1.54"
"236","Brevin Jordan","HST","TE","11","126","27","0.21","30.4%","1.02","21","16.7%","3.1%","5","0.24","5.1%","0.24","46","36.5%","9.0%","5","0.11","11.1%","0.87","55","43.7%","20.5%","17","0.31","13.3%","1.51","4","3.2%","1.6%","0","0.00","1.0%","0.00"
"237","James Proche","BLT","WR","15","126","16","0.13","25.1%","0.49","29","23.0%","3.3%","5","0.17","5.8%","0.97","97","77.0%","12.7%","11","0.11","19.3%","0.35","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"238","Wan'Dale Robinson","NYG","WR","6","126","30","0.24","60.6%","1.80","24","19.0%","6.5%","9","0.38","11.5%","2.42","102","81.0%","37.1%","21","0.21","49.0%","1.66","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"239","Nyheim Hines","IND, BUF","RB","16","125","37","0.30","19.3%","1.93","14","11.2%","1.2%","5","0.36","2.2%","2.21","36","28.8%","3.6%","12","0.33","5.5%","2.39","1","0.8%","0.4%","0","0.00","0.2%","0.00","74","59.2%","16.8%","20","0.27","11.4%","1.68"
"240","Ameer Abdullah","LV","RB","17","125","32","0.26","19.3%","1.69","8","6.4%","0.7%","2","0.25","1.2%","1.63","1","0.8%","0.1%","1","1.00","0.2%","6.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","116","92.8%","22.8%","29","0.25","18.0%","1.66"
"241","Zach Pascal","PHI","WR","17","123","18","0.15","19.7%","1.22","33","26.8%","3.2%","4","0.12","5.3%","0.64","77","62.6%","8.5%","7","0.09","12.3%","0.81","11","8.9%","4.0%","5","0.45","1.8%","3.27","2","1.6%","0.6%","1","0.50","0.3%","4.00"
"242","Breshad Perriman","TB","WR","11","122","19","0.16","26.2%","0.90","86","70.5%","11.0%","11","0.13","18.5%","0.74","36","29.5%","5.4%","8","0.22","7.7%","1.28","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"243","Albert Okwuegbunam","DEN","TE","8","122","17","0.14","39.4%","0.78","22","18.0%","4.1%","3","0.14","7.1%","0.00","64","52.5%","15.0%","9","0.14","20.6%","0.67","36","29.5%","21.8%","5","0.14","11.6%","1.44","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"244","John Bates","WAS","TE","16","121","21","0.17","20.0%","0.89","6","5.0%","0.6%","2","0.33","1.0%","4.33","47","38.8%","4.9%","8","0.17","7.8%","0.62","63","52.1%","36.0%","10","0.16","10.4%","0.70","5","4.1%","1.4%","1","0.20","0.8%","1.80"
"245","Alec Ingold","MIA","FB","17","121","22","0.18","19.0%","0.87","23","19.0%","2.0%","3","0.13","3.6%","0.09","30","24.8%","3.1%","5","0.17","4.7%","1.37","29","24.0%","12.8%","6","0.21","4.6%","1.34","39","32.2%","9.7%","7","0.18","6.1%","0.54"
"246","Quintin Morris","BUF","TE","14","119","9","0.08","20.4%","0.71","30","25.2%","2.9%","2","0.07","5.1%","0.47","51","42.9%","5.6%","4","0.08","8.7%","1.06","35","29.4%","20.3%","2","0.06","6.0%","0.46","3","2.5%","0.8%","1","0.33","0.5%","0.00"
"247","Brandon Johnson","DEN","WR","7","119","10","0.08","45.9%","0.35","108","90.8%","24.0%","9","0.08","41.7%","0.39","11","9.2%","3.0%","1","0.09","4.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"248","Taysom Hill","NO","TE","16","119","12","0.10","22.8%","0.65","53","44.5%","5.6%","7","0.13","10.2%","0.53","31","26.1%","4.3%","4","0.13","5.9%","0.61","33","27.7%","13.9%","1","0.03","6.3%","0.91","2","1.7%","0.5%","0","0.00","0.4%","0.00"
"249","Isiah Pacheco","KC","RB","17","117","13","0.11","16.2%","1.11","14","12.0%","1.1%","1","0.07","1.9%","0.64","5","4.3%","0.5%","1","0.20","0.7%","3.40","2","1.7%","0.6%","1","0.50","0.3%","4.50","96","82.1%","20.3%","10","0.10","13.3%","0.99"
"250","Joshua Kelley","LAC","RB","13","117","23","0.20","19.8%","0.86","3","2.6%","0.3%","1","0.33","0.5%","1.00","11","9.4%","1.3%","1","0.09","1.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","103","88.0%","25.9%","21","0.20","17.4%","0.95"
"251","Rashod Bateman","BLT","WR","6","117","28","0.24","58.2%","2.44","99","84.6%","28.4%","23","0.23","49.3%","2.67","18","15.4%","5.8%","5","0.28","9.0%","1.17","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"252","Parker Hesse","ATL","TE","17","115","11","0.10","23.5%","0.77","12","10.4%","1.4%","1","0.08","2.4%","1.33","31","27.0%","5.3%","3","0.10","6.3%","0.26","66","57.4%","33.5%","7","0.11","13.5%","0.98","6","5.2%","2.2%","0","0.00","1.2%","0.00"
"253","Ashton Dulin","IND","WR","12","114","21","0.18","23.8%","1.82","65","57.0%","7.6%","15","0.23","13.5%","2.65","48","42.1%","6.8%","6","0.13","10.0%","0.73","1","0.9%","0.5%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"254","Khalil Shakir","BUF","WR","14","114","18","0.16","20.8%","1.41","47","41.2%","4.7%","6","0.13","8.6%","0.91","67","58.8%","7.7%","12","0.18","12.2%","1.76","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"255","Matt Breida","NYG","RB","17","113","24","0.21","17.9%","1.04","5","4.4%","0.5%","1","0.20","0.8%","0.40","10","8.8%","1.2%","2","0.20","1.6%","0.50","9","8.0%","2.8%","1","0.11","1.4%","0.67","89","78.8%","22.8%","20","0.22","14.1%","1.18"
"256","David Sills","NYG","WR","9","113","17","0.15","35.1%","0.94","93","82.3%","16.9%","12","0.13","28.9%","0.72","19","16.8%","5.3%","4","0.21","5.9%","2.05","1","0.9%","0.5%","0","0.00","0.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"257","Cam Akers","LA","RB","15","113","17","0.15","20.8%","1.04","9","8.0%","1.0%","0","0.00","1.7%","0.00","3","2.7%","0.4%","1","0.33","0.6%","2.33","0","0.0%","0.0%","0","0.00","0.0%","0.00","101","89.4%","31.4%","16","0.16","18.6%","1.09"
"258","Shane Zylstra","DET","TE","13","112","15","0.13","23.6%","0.54","44","39.3%","5.3%","3","0.07","9.3%","0.16","39","34.8%","6.0%","3","0.08","8.2%","0.64","29","25.9%","15.8%","9","0.31","6.1%","0.97","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"259","James Cook","BUF","RB","16","110","33","0.30","16.7%","1.64","15","13.6%","1.3%","4","0.27","2.3%","0.73","10","9.1%","1.0%","6","0.60","1.5%","6.40","0","0.0%","0.0%","0","0.00","0.0%","0.00","85","77.3%","19.9%","23","0.27","12.9%","1.24"
"260","Justice Hill","BLT","RB","15","110","12","0.11","22.2%","0.53","12","10.9%","1.4%","0","0.00","2.4%","0.00","17","15.5%","2.3%","0","0.00","3.4%","0.00","6","5.5%","2.4%","2","0.33","1.2%","3.17","75","68.2%","32.5%","10","0.13","15.1%","0.52"
"261","O.J. Howard","HST","TE","14","110","22","0.20","20.8%","1.32","8","7.3%","0.9%","0","0.00","1.5%","0.00","12","10.9%","1.9%","1","0.08","2.3%","0.00","89","80.9%","26.6%","21","0.24","16.9%","1.63","1","0.9%","0.3%","0","0.00","0.2%","0.00"
"262","Tom Kennedy","DET","WR","7","107","14","0.13","45.7%","1.32","57","53.3%","14.1%","8","0.14","24.4%","0.81","50","46.7%","16.3%","6","0.12","21.4%","1.90","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"263","DeeJay Dallas","SEA","RB","15","106","19","0.18","18.9%","1.19","9","8.5%","0.9%","1","0.11","1.6%","1.00","8","7.5%","1.0%","1","0.13","1.4%","-0.38","0","0.0%","0.0%","0","0.00","0.0%","0.00","89","84.0%","26.4%","17","0.19","15.8%","1.35"
"264","Jamycal Hasty","JAX","RB","16","105","26","0.25","17.0%","1.20","19","18.1%","1.8%","2","0.11","3.1%","1.84","10","9.5%","1.1%","3","0.30","1.6%","1.10","0","0.0%","0.0%","0","0.00","0.0%","0.00","76","72.4%","21.5%","21","0.28","12.3%","1.05"
"265","Pharaoh Brown","HST, CLV","TE","16","103","19","0.18","17.4%","1.14","10","9.7%","1.0%","0","0.00","1.7%","0.00","26","25.2%","3.1%","5","0.19","4.4%","1.38","66","64.1%","20.3%","14","0.21","11.1%","1.23","1","1.0%","0.3%","0","0.00","0.2%","0.00"
"266","Jamaal Williams","DET","RB","17","103","16","0.16","16.4%","0.71","10","9.7%","0.9%","2","0.20","1.6%","0.70","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","93","90.3%","23.3%","14","0.15","14.8%","0.71"
"267","Mike Thomas","CIN","WR","10","102","8","0.08","24.1%","0.37","86","84.3%","11.0%","6","0.07","20.3%","0.06","16","15.7%","2.6%","2","0.13","3.8%","2.06","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"268","Lawrence Cager","NYJ, NYG","WR","7","101","18","0.18","34.9%","1.17","23","22.8%","4.5%","3","0.13","8.0%","0.78","46","45.5%","11.3%","8","0.17","15.9%","0.89","31","30.7%","23.1%","7","0.23","10.7%","1.90","1","1.0%","0.5%","0","0.00","0.3%","0.00"
"269","Breece Hall","NYJ","RB","7","100","30","0.30","35.3%","2.18","12","12.0%","2.4%","3","0.25","4.2%","0.75","8","8.0%","2.2%","1","0.13","2.8%","0.63","10","10.0%","5.0%","3","0.30","3.5%","1.10","70","70.0%","51.1%","23","0.33","24.7%","2.76"
"270","Clyde Edwards-Helaire","KC","RB","10","99","22","0.22","22.0%","1.53","16","16.2%","2.0%","2","0.13","3.6%","0.81","4","4.0%","0.6%","0","0.00","0.9%","0.00","1","1.0%","0.6%","0","0.00","0.2%","0.00","78","78.8%","26.7%","20","0.26","17.4%","1.77"
"271","Geoff Swaim","TEN","TE","17","99","16","0.16","18.7%","0.59","5","5.1%","0.5%","1","0.20","0.9%","0.00","20","20.2%","2.8%","4","0.20","3.8%","0.90","71","71.7%","28.6%","11","0.15","13.4%","0.56","3","3.0%","0.9%","0","0.00","0.6%","0.00"
"272","Peyton Hendershot","DAL","TE","17","98","15","0.15","16.3%","1.05","8","8.2%","0.8%","1","0.13","1.3%","0.50","50","51.0%","5.8%","8","0.16","8.3%","1.14","39","39.8%","14.6%","6","0.15","6.5%","1.08","1","1.0%","0.3%","0","0.00","0.2%","0.00"
"273","Michael Thomas","NO","WR","3","98","22","0.22","76.0%","1.74","76","77.6%","31.4%","16","0.21","58.9%","1.32","22","22.4%","11.6%","6","0.27","17.1%","3.23","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"274","Teagan Quitoriano","HST","TE","9","97","13","0.13","29.1%","1.16","6","6.2%","1.1%","2","0.33","1.8%","1.33","16","16.5%","4.1%","1","0.06","4.8%","0.00","75","77.3%","32.6%","10","0.13","22.5%","1.40","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"275","Ty Johnson","NYJ","RB","13","94","22","0.23","18.3%","0.94","3","3.2%","0.3%","1","0.33","0.6%","2.00","11","11.7%","1.6%","2","0.18","2.1%","0.45","29","30.9%","7.8%","5","0.17","5.6%","0.83","51","54.3%","19.0%","14","0.27","9.9%","1.04"
"276","Sterling Shepard","NYG","WR","3","93","22","0.24","76.2%","1.66","65","69.9%","30.4%","16","0.25","53.3%","1.94","27","29.0%","17.8%","6","0.22","22.1%","1.04","1","1.1%","1.6%","0","0.00","0.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"277","Joe Fortson","KC","TE","13","91","13","0.14","16.9%","1.19","31","34.1%","3.3%","6","0.19","5.8%","0.97","45","49.5%","5.6%","5","0.11","8.4%","1.62","15","16.5%","6.7%","2","0.13","2.8%","0.33","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"278","Eric Tomlinson","DEN","TE","17","91","13","0.14","13.7%","0.87","2","2.2%","0.2%","0","0.00","0.3%","0.00","9","9.9%","1.0%","1","0.11","1.4%","0.78","80","87.9%","24.2%","12","0.15","12.1%","0.90","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"279","Damien Harris","NE","RB","11","91","22","0.24","23.5%","1.07","3","3.3%","0.4%","0","0.00","0.8%","0.00","8","8.8%","1.5%","1","0.13","2.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","80","87.9%","31.3%","21","0.26","20.7%","1.21"
"280","Chuba Hubbard","CAR","RB","15","90","16","0.18","20.3%","1.90","1","1.1%","0.1%","1","1.00","0.2%","1.00","2","2.2%","0.4%","1","0.50","0.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","87","96.7%","33.0%","14","0.16","19.6%","1.68"
