"Rank","Name","Team","POS","G","ATT","YDS","TD","YACO","MTF","EXP","RTE","TGT","REC","YDS","TD","YAC","YACO","MTF","EXP","TOUCH","YFS","TD","MTF","YACO","YPC","YACO/ATT","MTF/ATT","EXP RUN %","YPRR","YPT","YAC/REC","YACO/REC","MTF/REC","EXP REC %","YFS/TOUCH","MTF/TOUCH","YACO/TOUCH","EXP PLAY %","RuYDS/G","RecYDS/G","YFS/G","FP/G","FP","XFP","XFP/G"
"302","Larry Rountree","LAC","RB","3","13","19","0","29","2","0","5","2","2","14","0","26","6","0","0","15","33","0","2","35","1.46","2.23","0.15","0.0%","2.80","7.00","13.00","3.00","0.00","0.0%","2.20","0.13","2.33","0.0%","6.3","4.7","11.0","1.8","5.3","8.8","2.9"
"303","Ronnie Rivers","LA","RB","3","9","21","0","10","0","0","12","5","5","29","0","54","14","1","0","14","50","0","1","24","2.33","1.11","0.00","0.0%","2.42","5.80","10.80","2.80","0.20","0.0%","3.57","0.07","1.71","0.0%","7.0","9.7","16.7","3.3","10.0","11.1","3.7"
"304","John Bates","WAS","TE","16","0","0","0","-","0","0","121","21","14","108","1","53","14","1","1","14","108","1","1","14","-","-","0.00","0.0%","0.89","5.14","3.79","1.00","0.07","7.1%","7.71","0.07","1.00","7.1%","0.0","6.8","6.8","1.9","30.8","33.9","2.1"
"305","Connor Heyward","PIT","TE","17","2","27","0","5","0","1","78","14","12","151","1","67","18","3","2","14","178","1","3","23","13.50","2.50","0.00","50.0%","1.94","10.79","5.58","1.50","0.25","16.7%","12.71","0.21","1.64","21.4%","1.6","8.9","10.5","2.1","35.8","26.9","1.6"
"306","Myles Gaskin","MIA","RB","2","10","26","0","31","2","0","19","6","4","28","0","21","11","2","0","14","54","0","4","42","2.60","3.10","0.20","0.0%","1.47","4.67","5.25","2.75","0.50","0.0%","3.86","0.29","3.00","0.0%","13.0","14.0","27.0","4.7","9.4","13.9","7.0"
"307","Brevin Jordan","HST","TE","11","0","0","0","-","0","0","126","27","14","128","0","82","29","0","2","14","128","0","0","29","-","-","0.00","0.0%","1.02","4.74","5.86","2.07","0.00","14.3%","9.14","0.00","2.07","14.3%","0.0","11.6","11.6","2.4","26.8","44.3","4.0"
"308","Josh Oliver","BLT","TE","17","0","0","0","-","0","0","140","24","14","149","2","75","23","2","1","14","149","2","2","23","-","-","0.00","0.0%","1.06","6.21","5.36","1.64","0.14","7.1%","10.64","0.14","1.64","7.1%","0.0","8.8","8.8","2.4","40.9","47.7","2.8"
"309","C.J. Ham","MIN","FB","17","4","7","2","5","0","0","41","12","10","86","0","56","14","2","0","14","93","2","2","19","1.75","1.25","0.00","0.0%","2.10","7.17","5.60","1.40","0.20","0.0%","6.64","0.14","1.36","0.0%","0.4","5.1","5.5","1.8","31.3","25.7","1.5"
"310","Derek Watt","PIT","FB","17","9","21","1","12","0","0","13","5","5","11","1","7","3","0","0","14","32","2","0","15","2.33","1.33","0.00","0.0%","0.85","2.20","1.40","0.60","0.00","0.0%","2.29","0.00","1.07","0.0%","1.2","0.6","1.9","1.2","20.2","18.0","1.1"
"311","Gunner Olszewski","PIT","WR","16","8","39","0","20","1","1","77","6","5","53","0","14","9","1","1","13","92","0","2","29","4.88","2.50","0.13","12.5%","0.69","8.83","2.80","1.80","0.20","20.0%","7.08","0.15","2.23","15.4%","2.4","3.3","5.8","0.8","13.2","13.9","0.9"
"312","Josiah Deguara","GB","TE","17","0","0","0","-","0","0","79","15","13","114","0","64","11","1","1","13","114","0","1","11","-","-","0.00","0.0%","1.44","7.60","4.92","0.85","0.08","7.7%","8.77","0.08","0.85","7.7%","0.0","6.7","6.7","1.4","24.4","21.8","1.3"
"313","Salvon Ahmed","MIA","RB","6","12","64","1","32","4","0","11","1","1","8","0","7","-","0","0","13","72","1","4","32","5.33","2.67","0.33","0.0%","0.73","8.00","7.00","-","0.00","0.0%","5.54","0.31","2.46","0.0%","10.7","1.3","12.0","2.4","14.2","6.8","1.1"
"314","Lawrence Cager","NYJ, NYG","WR","7","0","0","0","-","0","0","101","18","13","118","1","79","27","2","1","13","118","1","2","27","-","-","0.00","0.0%","1.17","6.56","6.08","2.08","0.15","7.7%","9.08","0.15","2.08","7.7%","0.0","16.9","16.9","4.4","30.8","28.8","4.1"
"315","Cedrick Wilson","MIA","WR","15","1","8","0","-","1","0","129","17","12","136","0","52","15","0","2","13","144","0","1","15","8.00","-","1.00","0.0%","1.05","8.00","4.33","1.25","0.00","16.7%","11.08","0.08","1.15","15.4%","0.5","9.1","9.6","1.8","26.4","29.1","1.9"
"316","KhaDarel Hodge","ATL","WR","17","0","0","0","-","0","0","79","19","13","202","1","62","52","2","2","13","202","1","2","52","-","-","0.00","0.0%","2.56","10.63","4.77","4.00","0.15","15.4%","15.54","0.15","4.00","15.4%","0.0","11.9","11.9","2.4","41.2","31.0","1.8"
"317","Sterling Shepard","NYG","WR","3","0","0","0","-","0","0","93","22","13","154","1","56","30","1","1","13","154","1","1","30","-","-","0.00","0.0%","1.66","7.00","4.31","2.31","0.08","7.7%","11.85","0.08","2.31","7.7%","0.0","51.3","51.3","11.5","34.4","40.8","13.6"
"318","Damiere Byrd","ATL","WR","14","0","0","0","-","0","0","155","23","13","268","2","107","27","3","3","13","268","2","3","27","-","-","0.00","0.0%","1.73","11.65","8.23","2.08","0.23","23.1%","20.62","0.23","2.08","23.1%","0.0","19.1","19.1","3.7","51.8","43.8","3.1"
"319","Pharaoh Brown","CLV, HST","TE","16","0","0","0","-","0","0","103","19","12","117","0","84","36","0","1","12","117","0","0","36","-","-","0.00","0.0%","1.14","6.16","7.00","3.00","0.00","8.3%","9.75","0.00","3.00","8.3%","0.0","7.3","7.3","1.5","23.7","30.6","1.9"
"320","Peyton Hendershot","DAL","TE","17","1","2","1","-","0","0","98","15","11","103","2","49","13","2","2","12","105","3","2","13","2.00","-","0.00","0.0%","1.05","6.87","4.45","1.18","0.18","18.2%","8.75","0.17","1.08","16.7%","0.1","6.1","6.2","2.3","39.5","31.7","1.9"
"321","Jalen Reagor","MIN","WR","17","4","25","0","4","1","1","48","13","8","104","1","25","12","2","2","12","129","1","3","16","6.25","1.00","0.25","25.0%","2.17","8.00","3.13","1.50","0.25","25.0%","10.75","0.25","1.33","25.0%","1.5","6.1","7.6","1.6","26.9","25.0","1.5"
"322","Julius Chestnut","TEN","RB","6","9","12","0","15","1","0","16","3","3","41","0","40","13","1","1","12","53","0","2","28","1.33","1.67","0.11","0.0%","2.56","13.67","13.33","4.33","0.33","33.3%","4.42","0.17","2.33","8.3%","2.0","6.8","8.8","1.4","8.3","8.9","1.5"
"323","Snoop Conner","JAX","RB","8","12","42","1","34","2","0","9","0","0","0","0","0","-","0","0","12","42","1","2","34","3.50","2.83","0.17","0.0%","0.00","-","0.00","-","0.00","0.0%","3.50","0.17","2.83","0.0%","5.3","0.0","5.3","1.3","10.2","8.2","1.0"
"324","Geoff Swaim","TEN","TE","17","0","0","0","-","0","0","99","16","12","58","1","47","11","0","0","12","58","1","0","11","-","-","0.00","0.0%","0.59","3.63","3.92","0.92","0.00","0.0%","4.83","0.00","0.92","0.0%","0.0","3.4","3.4","1.4","23.8","27.2","1.6"
"325","Dwayne Washington","NO","RB","11","11","38","0","34","2","0","8","1","1","7","0","6","3","0","0","12","45","0","2","37","3.45","3.09","0.18","0.0%","0.88","7.00","6.00","3.00","0.00","0.0%","3.75","0.17","3.08","0.0%","3.5","0.6","4.1","0.5","5.5","6.5","0.6"
"326","Kene Nwangwu","MIN","RB","14","9","14","0","14","3","0","7","2","2","21","0","21","4","0","0","11","35","0","3","18","1.56","1.56","0.33","0.0%","3.00","10.50","10.50","2.00","0.00","0.0%","3.18","0.27","1.64","0.0%","1.0","1.5","2.5","0.4","5.5","6.7","0.5"
"327","Spencer Brown","CAR","RB","2","9","43","0","22","0","0","16","4","2","10","0","13","7","1","0","11","53","0","1","29","4.78","2.44","0.00","0.0%","0.63","2.50","6.50","3.50","0.50","0.0%","4.82","0.09","2.64","0.0%","21.5","5.0","26.5","3.7","7.3","11.0","5.5"
"328","J.J. Taylor","NE","RB","1","10","9","0","23","2","0","5","1","1","8","0","5","3","1","0","11","17","0","3","26","0.90","2.30","0.20","0.0%","1.60","8.00","5.00","3.00","1.00","0.0%","1.55","0.27","2.36","0.0%","9.0","8.0","17.0","2.7","2.7","7.9","7.9"
"329","James Mitchell","DET","TE","14","0","0","0","-","0","0","66","11","11","113","1","62","19","1","2","11","113","1","1","19","-","-","0.00","0.0%","1.71","10.27","5.64","1.73","0.09","18.2%","10.27","0.09","1.73","18.2%","0.0","8.1","8.1","2.0","28.3","16.8","1.2"
"330","Patrick Taylor","GB","RB","7","10","31","0","19","0","0","8","1","1","17","0","18","1","0","0","11","48","0","0","20","3.10","1.90","0.00","0.0%","2.13","17.00","18.00","1.00","0.00","0.0%","4.36","0.00","1.82","0.0%","4.4","2.4","6.9","0.8","5.8","5.8","0.8"
"331","Breshad Perriman","TB","WR","11","2","-7","0","-","0","0","122","19","9","110","1","54","20","2","2","11","103","1","2","20","-3.50","-","0.00","0.0%","0.90","5.79","6.00","2.22","0.22","22.2%","9.36","0.18","1.82","18.2%","-0.6","10.0","9.4","2.2","24.3","32.6","3.0"
"332","Denzel Mims","NYJ","WR","10","0","0","0","-","0","0","147","25","11","186","0","83","62","5","2","11","186","0","5","62","-","-","0.00","0.0%","1.27","7.44","7.55","5.64","0.45","18.2%","16.91","0.45","5.64","18.2%","0.0","18.6","18.6","3.0","29.6","41.4","4.1"
"333","Shane Zylstra","DET","TE","13","0","0","0","-","0","0","112","15","11","60","4","10","-","0","0","11","60","4","0","0","-","-","0.00","0.0%","0.54","4.00","0.91","-","0.00","0.0%","5.45","0.00","0.00","0.0%","0.0","4.6","4.6","3.2","41.0","32.1","2.5"
"334","David Sills","NYG","WR","9","0","0","0","-","0","0","113","17","11","106","0","38","23","3","1","11","106","0","3","23","-","-","0.00","0.0%","0.94","6.24","3.45","2.09","0.27","9.1%","9.64","0.27","2.09","9.1%","0.0","11.8","11.8","2.4","21.6","29.3","3.3"
"335","Jack Stoll","PHI","TE","17","0","0","0","-","0","0","177","14","11","123","0","51","20","0","2","11","123","0","0","20","-","-","0.00","0.0%","0.69","8.79","4.64","1.82","0.00","18.2%","11.18","0.00","1.82","18.2%","0.0","7.2","7.2","1.4","23.3","24.3","1.4"
"336","Tre' McKitty","LAC","TE","17","0","0","0","-","0","0","190","15","10","72","0","50","20","1","0","10","72","0","1","20","-","-","0.00","0.0%","0.38","4.80","5.00","2.00","0.10","0.0%","7.20","0.10","2.00","0.0%","0.0","4.2","4.2","1.0","17.2","28.0","1.6"
"337","Trent Taylor","CIN","WR","16","4","15","0","5","1","0","68","10","6","62","0","43","27","1","1","10","77","0","2","32","3.75","1.25","0.25","0.0%","0.91","6.20","7.17","4.50","0.17","16.7%","7.70","0.20","3.20","10.0%","0.9","3.9","4.8","0.8","12.7","20.1","1.3"
"338","Donald Parham","LAC","TE","6","0","0","0","-","0","0","58","12","10","130","1","44","14","0","2","10","130","1","0","14","-","-","0.00","0.0%","2.24","10.83","4.40","1.40","0.00","20.0%","13.00","0.00","1.40","20.0%","0.0","21.7","21.7","4.8","29.0","23.2","3.9"
"339","Mike Davis","BLT","RB","8","8","18","0","19","3","0","14","2","2","4","0","13","3","1","0","10","22","0","4","22","2.25","2.38","0.38","0.0%","0.29","2.00","6.50","1.50","0.50","0.0%","2.20","0.40","2.20","0.0%","2.3","0.5","2.8","0.5","4.2","11.3","1.4"
"340","Michael Bandy","LAC","WR","10","0","0","0","-","0","0","130","17","10","89","0","23","2","0","2","10","89","0","0","2","-","-","0.00","0.0%","0.68","5.24","2.30","0.20","0.00","20.0%","8.90","0.00","0.20","20.0%","0.0","8.9","8.9","1.9","18.9","27.0","2.7"
"341","Khalil Shakir","BUF","WR","14","0","0","0","-","0","0","114","18","10","161","1","75","42","1","4","10","161","1","1","42","-","-","0.00","0.0%","1.41","8.94","7.50","4.20","0.10","40.0%","16.10","0.10","4.20","40.0%","0.0","11.5","11.5","2.4","34.1","31.3","2.2"
"342","Keelan Cole","LV","WR","14","0","0","0","-","0","0","231","21","10","141","1","21","15","0","3","10","141","1","0","15","-","-","0.00","0.0%","0.61","6.71","2.10","1.50","0.00","30.0%","14.10","0.00","1.50","30.0%","0.0","10.1","10.1","2.2","30.1","49.9","3.6"
"343","Albert Okwuegbunam","DEN","TE","8","0","0","0","-","0","0","122","17","10","95","1","58","32","3","1","10","95","1","3","32","-","-","0.00","0.0%","0.78","5.59","5.80","3.20","0.30","10.0%","9.50","0.30","3.20","10.0%","0.0","11.9","11.9","3.2","25.5","27.6","3.4"
"344","O.J. Howard","HST","TE","14","0","0","0","-","0","0","110","22","10","145","2","62","13","1","4","10","145","2","1","13","-","-","0.00","0.0%","1.32","6.59","6.20","1.30","0.10","40.0%","14.50","0.10","1.30","40.0%","0.0","10.4","10.4","2.6","36.5","39.7","2.8"
"345","Byron Pringle","CHI","WR","11","0","0","0","-","0","0","131","15","10","135","2","19","3","0","3","10","135","2","0","3","-","-","0.00","0.0%","1.03","9.00","1.90","0.30","0.00","30.0%","13.50","0.00","0.30","30.0%","0.0","12.3","12.3","3.2","35.5","28.9","2.6"
"346","Giovani Bernard","TB","RB","4","8","28","0","18","0","0","11","2","2","-1","0","8","2","0","0","10","27","0","0","20","3.50","2.25","0.00","0.0%","-0.09","-0.50","4.00","1.00","0.00","0.0%","2.70","0.00","2.00","0.0%","7.0","-0.3","6.8","1.2","4.7","8.7","2.2"
"347","Tanner Hudson","NYG","TE","11","0","0","0","-","0","0","144","15","10","132","0","63","20","0","1","10","132","0","0","20","-","-","0.00","0.0%","0.92","8.80","6.30","2.00","0.00","10.0%","13.20","0.00","2.00","10.0%","0.0","12.0","12.0","2.1","23.2","21.9","2.0"
"348","K.J. Hamler","DEN","WR","7","2","23","0","16","3","0","146","14","7","165","0","24","10","0","3","9","188","0","3","26","11.50","8.00","1.50","0.0%","1.13","11.79","3.43","1.43","0.00","42.9%","20.89","0.33","2.89","33.3%","3.3","23.6","26.9","3.7","25.8","31.1","4.4"
"349","DeSean Jackson","BLT","WR","7","0","0","0","-","0","0","72","17","9","153","0","26","3","0","2","9","153","0","0","3","-","-","0.00","0.0%","2.13","9.00","2.89","0.33","0.00","22.2%","17.00","0.00","0.33","22.2%","0.0","21.9","21.9","3.5","24.3","31.2","4.5"
"350","Marcus Johnson","NYG","WR","14","0","0","0","-","0","0","171","21","9","99","0","36","14","0","0","9","99","0","0","14","-","-","0.00","0.0%","0.58","4.71","4.00","1.56","0.00","0.0%","11.00","0.00","1.56","0.0%","0.0","7.1","7.1","1.4","18.9","41.2","2.9"
"351","Joe Fortson","KC","TE","13","0","0","0","-","0","0","91","13","9","108","2","39","14","0","2","9","108","2","0","14","-","-","0.00","0.0%","1.19","8.31","4.33","1.56","0.00","22.2%","12.00","0.00","1.56","22.2%","0.0","8.3","8.3","2.4","30.8","33.3","2.6"
"352","Montrell Washington","DEN","WR","15","5","30","0","39","4","1","53","9","4","2","0","14","2","1","0","9","32","0","5","41","6.00","7.80","0.80","20.0%","0.04","0.22","3.50","0.50","0.25","0.0%","3.56","0.56","4.56","11.1%","2.0","0.1","2.1","0.4","6.2","19.1","1.3"
"353","Zander Horvath","LAC","RB","15","4","8","0","4","0","0","30","7","5","8","2","1","-","0","0","9","16","2","0","4","2.00","1.00","0.00","0.0%","0.27","1.14","0.20","-","0.00","0.0%","1.78","0.00","0.44","0.0%","0.5","0.5","1.1","1.2","18.6","22.0","1.5"
"354","River Cracraft","MIA","WR","11","0","0","0","-","0","0","78","14","9","102","2","28","7","0","1","9","102","2","0","7","-","-","0.00","0.0%","1.31","7.29","3.11","0.78","0.00","11.1%","11.33","0.00","0.78","11.1%","0.0","9.3","9.3","2.8","31.2","31.2","2.8"
"355","Eric Tomlinson","DEN","TE","17","0","0","0","-","0","0","91","13","9","79","2","46","15","0","0","9","79","2","0","15","-","-","0.00","0.0%","0.87","6.08","5.11","1.67","0.00","0.0%","8.78","0.00","1.67","0.0%","0.0","4.6","4.6","1.7","28.9","28.0","1.6"
"356","Dan Arnold","JAX","TE","16","0","0","0","-","0","0","56","11","9","135","0","79","18","1","3","9","135","0","1","18","-","-","0.00","0.0%","2.41","12.27","8.78","2.00","0.11","33.3%","15.00","0.11","2.00","33.3%","0.0","8.4","8.4","1.4","22.5","20.8","1.3"
"357","Parker Hesse","ATL","TE","17","0","0","0","-","0","0","115","11","9","89","0","38","11","0","1","9","89","0","0","11","-","-","0.00","0.0%","0.77","8.09","4.22","1.22","0.00","11.1%","9.89","0.00","1.22","11.1%","0.0","5.2","5.2","1.1","17.9","18.1","1.1"
"358","D'Wayne Eskridge","SEA","WR","10","2","10","0","4","0","0","89","12","7","58","0","47","16","1","0","9","68","0","1","20","5.00","2.00","0.00","0.0%","0.65","4.83","6.71","2.29","0.14","0.0%","7.56","0.11","2.22","0.0%","1.0","5.8","6.8","1.4","13.8","20.0","2.0"
"359","Jalen Nailor","MIN","WR","9","0","0","0","-","0","0","24","12","9","179","1","68","33","1","3","9","179","1","1","33","-","-","0.00","0.0%","7.46","14.92","7.56","3.67","0.11","33.3%","19.89","0.11","3.67","33.3%","0.0","19.9","19.9","3.7","32.9","20.2","2.2"
"360","Anthony Firkser","ATL","TE","11","0","0","0","-","0","0","83","13","9","100","0","21","10","0","1","9","100","0","0","10","-","-","0.00","0.0%","1.20","7.69","2.33","1.11","0.00","11.1%","11.11","0.00","1.11","11.1%","0.0","9.1","9.1","1.7","19.0","21.1","1.9"
"361","Quintin Morris","BUF","TE","14","0","0","0","-","0","0","119","9","8","84","1","40","6","0","1","8","84","1","0","6","-","-","0.00","0.0%","0.71","9.33","5.00","0.75","0.00","12.5%","10.50","0.00","0.75","12.5%","0.0","6.0","6.0","1.5","21.4","18.6","1.3"
"362","Trayveon Williams","CIN","RB","7","6","30","0","31","1","1","16","2","2","30","0","8","3","1","1","8","60","0","2","34","5.00","5.17","0.17","16.7%","1.88","15.00","4.00","1.50","0.50","50.0%","7.50","0.25","4.25","25.0%","4.3","4.3","8.6","1.1","8.0","6.1","0.9"
"363","Cam Sims","WAS","WR","17","0","0","0","-","0","0","156","16","8","89","0","22","9","0","1","8","89","0","0","9","-","-","0.00","0.0%","0.57","5.56","2.75","1.13","0.00","12.5%","11.13","0.00","1.13","12.5%","0.0","5.2","5.2","1.0","16.9","30.5","1.8"
"364","Anthony Schwartz","CLV","WR","10","4","57","1","9","1","2","61","10","4","51","0","27","5","1","0","8","108","1","2","14","14.25","2.25","0.25","50.0%","0.84","5.10","6.75","1.25","0.25","0.0%","13.50","0.25","1.75","25.0%","5.7","5.1","10.8","2.0","19.8","17.7","1.8"
"365","Giovanni Ricci","CAR","TE","15","0","0","0","-","0","0","50","9","8","100","0","63","24","3","1","8","100","0","3","24","-","-","0.00","0.0%","2.00","11.11","7.88","3.00","0.38","12.5%","12.50","0.38","3.00","12.5%","0.0","6.7","6.7","1.2","18.0","14.0","0.9"
"366","Anthony McFarland","PIT","RB","1","6","30","0","28","2","0","11","2","2","11","0","15","4","1","0","8","41","0","3","32","5.00","4.67","0.33","0.0%","1.00","5.50","7.50","2.00","0.50","0.0%","5.13","0.38","4.00","0.0%","30.0","11.0","41.0","6.1","6.1","6.5","6.5"
"367","Jerome Ford","CLV","RB","13","8","12","0","25","3","0","0","0","0","0","0","0","-","0","0","8","12","0","3","25","1.50","3.13","0.38","0.0%","0.00","-","0.00","-","0.00","0.0%","1.50","0.38","3.13","0.0%","0.9","0.0","0.9","0.1","1.2","4.3","0.3"
"368","Tom Kennedy","DET","WR","7","0","0","0","-","0","0","107","14","8","141","0","75","18","0","2","8","141","0","0","18","-","-","0.00","0.0%","1.32","10.07","9.38","2.25","0.00","25.0%","17.63","0.00","2.25","25.0%","0.0","20.1","20.1","3.2","22.1","30.7","4.4"
"369","James Proche","BLT","WR","15","0","0","0","-","0","0","126","16","8","62","0","18","12","0","0","8","62","0","0","12","-","-","0.00","0.0%","0.49","3.88","2.25","1.50","0.00","0.0%","7.75","0.00","1.50","0.0%","0.0","4.1","4.1","0.9","13.2","27.5","1.8"
"370","Reggie Gilliam","BUF","FB","15","0","0","0","-","0","0","73","10","8","69","1","54","30","2","0","8","69","1","2","30","-","-","0.00","0.0%","0.95","6.90","6.75","3.75","0.25","0.0%","8.63","0.25","3.75","0.0%","0.0","4.6","4.6","1.4","20.9","14.8","1.0"
"371","Kyle Philips","TEN","WR","4","0","0","0","-","0","0","46","13","8","78","0","23","15","0","2","8","78","0","0","15","-","-","0.00","0.0%","1.70","6.00","2.88","1.88","0.00","25.0%","9.75","0.00","1.88","25.0%","0.0","19.5","19.5","3.5","13.8","21.4","5.3"
"372","Jeff Smith","NYJ","WR","11","0","0","0","-","0","0","62","11","8","134","0","42","7","1","2","8","134","0","1","7","-","-","0.00","0.0%","2.16","12.18","5.25","0.88","0.13","25.0%","16.75","0.13","0.88","25.0%","0.0","12.2","12.2","1.9","21.4","19.1","1.7"
"373","Brycen Hopkins","LA","TE","14","0","0","0","-","0","0","74","11","7","109","0","32","18","2","2","7","109","0","2","18","-","-","0.00","0.0%","1.47","9.91","4.57","2.57","0.29","28.6%","15.57","0.29","2.57","28.6%","0.0","7.8","7.8","1.3","17.9","17.5","1.3"
"374","Armani Rogers","WAS","TE","10","2","26","0","31","2","1","48","6","5","64","0","57","19","1","1","7","90","0","3","50","13.00","15.50","1.00","50.0%","1.33","10.67","11.40","3.80","0.20","20.0%","12.86","0.43","7.14","28.6%","2.6","6.4","9.0","1.4","14.0","9.3","0.9"
"375","Deven Thompkins","TB","WR","5","2","26","0","8","0","1","33","10","5","32","0","32","19","2","0","7","58","0","2","27","13.00","4.00","0.00","50.0%","0.97","3.20","6.40","3.80","0.40","0.0%","8.29","0.29","3.86","14.3%","5.2","6.4","11.6","2.2","10.8","18.4","3.7"
"376","Michael Burton","KC","FB","16","5","7","0","8","1","0","7","3","2","11","0","8","3","0","0","7","18","0","1","11","1.40","1.60","0.20","0.0%","1.57","3.67","4.00","1.50","0.00","0.0%","2.57","0.14","1.57","0.0%","0.4","0.7","1.1","0.2","3.8","6.7","0.4"
"377","T.Y. Hilton","DAL","WR","3","0","0","0","-","0","0","35","10","7","121","0","34","23","1","2","7","121","0","1","23","-","-","0.00","0.0%","3.46","12.10","4.86","3.29","0.14","28.6%","17.29","0.14","3.29","28.6%","0.0","40.3","40.3","6.4","19.1","17.2","5.7"
"378","Andre Baccellia","ARZ","WR","8","0","0","0","-","0","0","61","10","7","45","0","13","5","0","0","7","45","0","0","5","-","-","0.00","0.0%","0.74","4.50","1.86","0.71","0.00","0.0%","6.43","0.00","0.71","0.0%","0.0","5.6","5.6","1.4","11.5","16.3","2.0"
"379","Chris Myarick","NYG","TE","15","0","0","0","-","0","0","56","8","7","65","1","41","13","1","1","7","65","1","1","13","-","-","0.00","0.0%","1.16","8.13","5.86","1.86","0.14","14.3%","9.29","0.14","1.86","14.3%","0.0","4.3","4.3","1.3","19.5","14.7","1.0"
"380","Andrew Beck","DEN","TE","13","2","0","0","4","0","0","45","10","5","69","0","48","9","0","2","7","69","0","0","13","-","2.00","0.00","0.0%","1.53","6.90","9.60","1.80","0.00","40.0%","9.86","0.00","1.86","28.6%","0.0","5.3","5.3","0.9","11.9","18.0","1.4"
"381","Ko Kieft","TB","TE","17","0","0","0","-","0","0","51","10","7","80","1","35","13","0","0","7","80","1","0","13","-","-","0.00","0.0%","1.57","8.00","5.00","1.86","0.00","0.0%","11.43","0.00","1.86","0.0%","0.0","4.7","4.7","1.2","21.0","17.9","1.1"
"382","Adam Prentice","NO","FB","11","4","9","0","7","0","0","20","3","3","9","0","18","6","0","0","7","18","0","0","13","2.25","1.75","0.00","0.0%","0.45","3.00","6.00","2.00","0.00","0.0%","2.57","0.00","1.86","0.0%","0.8","0.8","1.6","0.4","4.8","5.8","0.5"
"383","N'Keal Harry","CHI","WR","7","0","0","0","-","0","0","66","9","7","116","1","18","6","0","1","7","116","1","0","6","-","-","0.00","0.0%","1.76","12.89","2.57","0.86","0.00","14.3%","16.57","0.00","0.86","14.3%","0.0","16.6","16.6","3.5","24.6","16.8","2.4"
"384","D'Ernest Johnson","CLV","RB","9","4","17","0","13","1","0","19","3","3","7","0","6","2","0","0","7","24","0","1","15","4.25","3.25","0.25","0.0%","0.37","2.33","2.00","0.67","0.00","0.0%","3.43","0.14","2.14","0.0%","1.9","0.8","2.7","0.6","5.4","5.9","0.7"
"385","Jonathan Ward","ARZ, TEN","RB","4","5","25","0","10","1","0","5","3","2","7","0","4","3","1","0","7","32","0","2","13","5.00","2.00","0.20","0.0%","1.40","2.33","2.00","1.50","0.50","0.0%","4.57","0.29","1.86","0.0%","6.3","1.8","8.0","1.3","5.2","6.9","1.7"
"386","Teagan Quitoriano","HST","TE","9","0","0","0","-","0","0","97","13","7","113","2","55","21","0","2","7","113","2","0","21","-","-","0.00","0.0%","1.16","8.69","7.86","3.00","0.00","28.6%","16.14","0.00","3.00","28.6%","0.0","12.6","12.6","3.4","30.3","26.1","2.9"
"387","Brandon Johnson","DEN","WR","7","0","0","0","-","0","0","119","10","6","42","1","12","4","1","0","6","42","1","1","4","-","-","0.00","0.0%","0.35","4.20","2.00","0.67","0.17","0.0%","7.00","0.17","0.67","0.0%","0.0","6.0","6.0","2.2","15.2","16.6","2.4"
"388","Jamison Crowder","BUF","WR","4","0","0","0","-","0","0","65","12","6","60","0","32","9","0","0","6","60","0","0","9","-","-","0.00","0.0%","0.92","5.00","5.33","1.50","0.00","0.0%","10.00","0.00","1.50","0.0%","0.0","15.0","15.0","3.0","12.0","16.9","4.2"
"389","Dyami Brown","WAS","WR","15","1","15","0","1","0","1","79","13","5","143","2","31","2","1","2","6","158","2","1","3","15.00","1.00","0.00","100.0%","1.81","11.00","6.20","0.40","0.20","40.0%","26.33","0.17","0.50","50.0%","1.0","9.5","10.5","2.2","32.8","26.3","1.8"
"390","Kenny Golladay","NYG","WR","11","0","0","0","-","0","0","131","17","6","81","1","14","7","0","1","6","81","1","0","7","-","-","0.00","0.0%","0.62","4.76","2.33","1.17","0.00","16.7%","13.50","0.00","1.17","16.7%","0.0","7.4","7.4","1.8","20.1","30.6","2.8"
"391","Mike Woods","CLV","WR","10","1","-5","0","-","0","0","88","8","5","45","0","19","5","0","0","6","40","0","0","5","-5.00","-","0.00","0.0%","0.51","5.63","3.80","1.00","0.00","0.0%","6.67","0.00","0.83","0.0%","-0.5","4.5","4.0","0.9","9.0","17.5","1.8"
"392","Marcedes Lewis","GB","TE","17","0","0","0","-","0","0","73","7","6","66","2","17","5","0","1","6","66","2","0","5","-","-","0.00","0.0%","0.90","9.43","2.83","0.83","0.00","16.7%","11.00","0.00","0.83","16.7%","0.0","3.9","3.9","1.6","26.6","17.6","1.0"
"393","Cole Beasley","TB, BUF","WR","4","0","0","0","-","0","0","19","7","6","35","0","17","2","0","0","6","35","0","0","2","-","-","0.00","0.0%","1.84","5.00","2.83","0.33","0.00","0.0%","5.83","0.00","0.33","0.0%","0.0","8.8","8.8","2.4","9.5","10.1","2.5"
"394","Chris Manhertz","JAX","TE","17","0","0","0","-","0","0","72","8","6","42","0","37","6","1","1","6","42","0","1","6","-","-","0.00","0.0%","0.58","5.25","6.17","1.00","0.17","16.7%","7.00","0.17","1.00","16.7%","0.0","2.5","2.5","0.6","10.2","11.9","0.7"
"395","Nick Vannett","NYG, NO","TE","9","0","0","0","-","0","0","77","9","6","55","0","32","8","0","0","6","55","0","0","8","-","-","0.00","0.0%","0.71","6.11","5.33","1.33","0.00","0.0%","9.17","0.00","1.33","0.0%","0.0","6.1","6.1","1.3","11.5","15.7","1.7"
